arodes_int_num	adress_forest	a_year	arodes_typ_cd
1704009550	17-04-3-11-155   -h   -00	2023	WYDZIEL  
1704009551	17-04-3-11-156   -    -  	2023	ODDZ     
1704009553	17-04-3-11-156   -a   -00	2023	WYDZIEL  
1704009555	17-04-3-11-156   -b   -00	2023	WYDZIEL  
1704009557	17-04-3-11-156   -c   -00	2023	WYDZIEL  
1704009559	17-04-3-11-156   -d   -00	2023	WYDZIEL  
1704009565	17-04-3-11-156   -g   -00	2023	WYDZIEL  
1704009567	17-04-3-11-156   -h   -00	2023	WYDZIEL  
1704009569	17-04-3-11-156   -i   -00	2023	WYDZIEL  
1704009571	17-04-3-11-156   -j   -00	2023	WYDZIEL  
1704009572	17-04-3-11-157   -    -  	2023	ODDZ     
1704009578	17-04-3-11-157   -c   -00	2023	WYDZIEL  
1704009582	17-04-3-11-157   -i   -00	2023	WYDZIEL  
1704009583	17-04-3-11-158   -    -  	2023	ODDZ     
1704009585	17-04-3-11-158   -a   -00	2023	WYDZIEL  
1704009587	17-04-3-11-158   -c   -00	2023	WYDZIEL  
1704009589	17-04-3-11-158   -b   -00	2023	WYDZIEL  
1704009591	17-04-3-11-158   -d   -00	2023	WYDZIEL  
1704009593	17-04-3-11-158   -f   -00	2023	WYDZIEL  
1704009594	17-04-3-11-159   -    -  	2023	ODDZ     
1704009596	17-04-3-11-159   -a   -00	2023	WYDZIEL  
1704009598	17-04-3-11-159   -b   -00	2023	WYDZIEL  
1704009600	17-04-3-11-159   -c   -00	2023	WYDZIEL  
1704009602	17-04-3-11-159   -d   -00	2023	WYDZIEL  
1704009604	17-04-3-11-159   -f   -00	2023	WYDZIEL  
1704009606	17-04-3-11-159   -g   -00	2023	WYDZIEL  
1704009608	17-04-3-11-159   -h   -00	2023	WYDZIEL  
1704009610	17-04-3-11-159   -i   -00	2023	WYDZIEL  
1704009611	17-04-3-11-160   -    -  	2023	ODDZ     
1704009613	17-04-3-11-160   -a   -00	2023	WYDZIEL  
1704009619	17-04-3-11-160   -d   -00	2023	WYDZIEL  
1704009621	17-04-3-11-160   -f   -00	2023	WYDZIEL  
1704009623	17-04-3-11-160   -h   -00	2023	WYDZIEL  
1704009624	17-04-3-11-161   -    -  	2023	ODDZ     
1704009626	17-04-3-11-161   -a   -00	2023	WYDZIEL  
1704009628	17-04-3-11-161   -b   -00	2023	WYDZIEL  
1704009632	17-04-3-11-161   -d   -00	2023	WYDZIEL  
1704009634	17-04-3-11-161   -f   -00	2023	WYDZIEL  
1704009635	17-04-3-11-162   -    -  	2023	ODDZ     
1704009637	17-04-3-11-162   -a   -00	2023	WYDZIEL  
1704009639	17-04-3-11-162   -b   -00	2023	WYDZIEL  
1704009644	17-04-3-11-163   -    -  	2023	ODDZ     
1704009646	17-04-3-11-163   -a   -00	2023	WYDZIEL  
1704009652	17-04-3-11-163   -i   -00	2023	WYDZIEL  
1704009654	17-04-3-11-163   -j   -00	2023	WYDZIEL  
1704009655	17-04-3-11-164   -    -  	2023	ODDZ     
1704009659	17-04-3-11-164   -b   -00	2023	WYDZIEL  
1704009661	17-04-3-11-164   -d   -00	2023	WYDZIEL  
1704009663	17-04-3-11-164   -f   -00	2023	WYDZIEL  
1704009665	17-04-3-11-164   -g   -00	2023	WYDZIEL  
1704009666	17-04-3-11-165   -    -  	2023	ODDZ     
1704009668	17-04-3-11-165   -a   -00	2023	WYDZIEL  
1704009670	17-04-3-11-165   -b   -00	2023	WYDZIEL  
1704009672	17-04-3-11-165   -c   -00	2023	WYDZIEL  
1704009674	17-04-3-11-165   -d   -00	2023	WYDZIEL  
1704009676	17-04-3-11-165   -f   -00	2023	WYDZIEL  
1704009688	17-04-3-11-165   -i   -00	2023	WYDZIEL  
1704009689	17-04-3-11-166   -    -  	2023	ODDZ     
1704009691	17-04-3-11-166   -a   -00	2023	WYDZIEL  
1704009695	17-04-3-11-166   -c   -00	2023	WYDZIEL  
1704009697	17-04-3-11-166   -d   -00	2023	WYDZIEL  
1704009698	17-04-3-11-167   -    -  	2023	ODDZ     
1704009702	17-04-3-11-167   -d   -00	2023	WYDZIEL  
1704009706	17-04-3-11-167   -g   -00	2023	WYDZIEL  
1704009707	17-04-3-11-168   -    -  	2023	ODDZ     
1704009709	17-04-3-11-168   -a   -00	2023	WYDZIEL  
1704009715	17-04-3-11-168   -c   -00	2023	WYDZIEL  
1704009717	17-04-3-11-168   -g   -00	2023	WYDZIEL  
1704009718	17-04-3-11-169   -    -  	2023	ODDZ     
1704009720	17-04-3-11-169   -a   -00	2023	WYDZIEL  
1704009724	17-04-3-11-169   -f   -00	2023	WYDZIEL  
1704009726	17-04-3-11-169   -g   -00	2023	WYDZIEL  
1704009728	17-04-3-11-169   -h   -00	2023	WYDZIEL  
1704009730	17-04-3-11-169   -i   -00	2023	WYDZIEL  
1704009732	17-04-3-11-169   -j   -00	2023	WYDZIEL  
1704009733	17-04-3-11-170   -    -  	2023	ODDZ     
1704009739	17-04-3-11-170   -c   -00	2023	WYDZIEL  
1704009741	17-04-3-11-170   -d   -00	2023	WYDZIEL  
1704009743	17-04-3-11-170   -f   -00	2023	WYDZIEL  
1704009745	17-04-3-11-170   -g   -00	2023	WYDZIEL  
1704009747	17-04-3-11-170   -h   -00	2023	WYDZIEL  
1704009749	17-04-3-11-170   -j   -00	2023	WYDZIEL  
1704009751	17-04-3-11-170   -k   -00	2023	WYDZIEL  
1704009752	17-04-3-11-171   -    -  	2023	ODDZ     
1704009756	17-04-3-11-171   -b   -00	2023	WYDZIEL  
1704009760	17-04-3-11-171   -g   -00	2023	WYDZIEL  
1704009764	17-04-3-11-171   -h   -00	2023	WYDZIEL  
1704009767	17-04-3-11-172   -    -  	2023	ODDZ     
1704009771	17-04-3-11-172   -b   -00	2023	WYDZIEL  
1704009773	17-04-3-11-172   -c   -00	2023	WYDZIEL  
1704009776	17-04-3-11-173   -    -  	2023	ODDZ     
1704009779	17-04-3-11-174   -    -  	2023	ODDZ     
1704009783	17-04-3-11-174   -f   -00	2023	WYDZIEL  
1704009784	17-04-3-11-175   -    -  	2023	ODDZ     
1704009792	17-04-3-11-175   -f   -00	2023	WYDZIEL  
1704009794	17-04-3-11-175   -g   -00	2023	WYDZIEL  
1704009795	17-04-3-11-176   -    -  	2023	ODDZ     
1704009803	17-04-3-11-176   -g   -00	2023	WYDZIEL  
1704009806	17-04-3-11-177   -    -  	2023	ODDZ     
1704009808	17-04-3-11-177   -a   -00	2023	WYDZIEL  
1704009810	17-04-3-11-177   -b   -00	2023	WYDZIEL  
1704009812	17-04-3-11-177   -c   -00	2023	WYDZIEL  
1704009814	17-04-3-11-177   -d   -00	2023	WYDZIEL  
1704009815	17-04-3-11-178   -    -  	2023	ODDZ     
1704009819	17-04-3-11-178   -b   -00	2023	WYDZIEL  
1704009821	17-04-3-11-178   -c   -00	2023	WYDZIEL  
1704009823	17-04-3-11-178   -d   -00	2023	WYDZIEL  
1704009825	17-04-3-11-178   -f   -00	2023	WYDZIEL  
1704009830	17-04-3-12-179   -    -  	2023	ODDZ     
1704009832	17-04-3-12-179   -a   -00	2023	WYDZIEL  
1704009834	17-04-3-12-179   -b   -00	2023	WYDZIEL  
1704009836	17-04-3-12-179   -c   -00	2023	WYDZIEL  
1704009838	17-04-3-12-179   -d   -00	2023	WYDZIEL  
1704009839	17-04-3-12-180   -    -  	2023	ODDZ     
1704009845	17-04-3-12-180   -c   -00	2023	WYDZIEL  
1704009849	17-04-3-12-180   -j   -00	2023	WYDZIEL  
1704009851	17-04-3-12-180   -k   -00	2023	WYDZIEL  
1704009852	17-04-3-12-181   -    -  	2023	ODDZ     
1704009856	17-04-3-12-181   -c   -00	2023	WYDZIEL  
1704009860	17-04-3-12-181   -f   -00	2023	WYDZIEL  
1704009862	17-04-3-12-181   -g   -00	2023	WYDZIEL  
1704009864	17-04-3-12-181   -i   -00	2023	WYDZIEL  
1704009868	17-04-3-12-181   -j   -00	2023	WYDZIEL  
1704009870	17-04-3-12-181   -k   -00	2023	WYDZIEL  
1704009873	17-04-3-12-182   -    -  	2023	ODDZ     
1704009877	17-04-3-12-182   -b   -00	2023	WYDZIEL  
1704009889	17-04-3-12-182   -h   -00	2023	WYDZIEL  
1704009899	17-04-3-12-182   -i   -00	2023	WYDZIEL  
1704009901	17-04-3-12-182   -j   -00	2023	WYDZIEL  
1704009907	17-04-3-12-182   -l   -00	2023	WYDZIEL  
1704009908	17-04-3-12-183   -    -  	2023	ODDZ     
1704009912	17-04-3-12-183   -c   -00	2023	WYDZIEL  
1704009916	17-04-3-12-183   -i   -00	2023	WYDZIEL  
1704009920	17-04-3-12-183   -h   -00	2023	WYDZIEL  
1704009921	17-04-3-12-184   -    -  	2023	ODDZ     
1704009923	17-04-3-12-184   -a   -00	2023	WYDZIEL  
1704009925	17-04-3-12-184   -b   -00	2023	WYDZIEL  
1704009927	17-04-3-12-184   -c   -00	2023	WYDZIEL  
1704009929	17-04-3-12-184   -d   -00	2023	WYDZIEL  
1704009931	17-04-3-12-184   -f   -00	2023	WYDZIEL  
1704009933	17-04-3-12-184   -g   -00	2023	WYDZIEL  
1704009935	17-04-3-12-184   -h   -00	2023	WYDZIEL  
1704009937	17-04-3-12-184   -i   -00	2023	WYDZIEL  
1704009938	17-04-3-11-185   -    -  	2023	ODDZ     
1704009940	17-04-3-11-185   -a   -00	2023	WYDZIEL  
1704009942	17-04-3-11-185   -b   -00	2023	WYDZIEL  
1704009948	17-04-3-11-185   -d   -00	2023	WYDZIEL  
1704009950	17-04-3-11-185   -f   -00	2023	WYDZIEL  
1704009952	17-04-3-11-185   -g   -00	2023	WYDZIEL  
1704009954	17-04-3-11-185   -h   -00	2023	WYDZIEL  
1704009961	17-04-3-11-186   -    -  	2023	ODDZ     
1704009963	17-04-3-11-186   -a   -00	2023	WYDZIEL  
1704009965	17-04-3-11-186   -b   -00	2023	WYDZIEL  
1704009967	17-04-3-11-186   -c   -00	2023	WYDZIEL  
1704009969	17-04-3-11-186   -d   -00	2023	WYDZIEL  
1704009971	17-04-3-11-186   -f   -00	2023	WYDZIEL  
1704009973	17-04-3-11-186   -g   -00	2023	WYDZIEL  
1704009974	17-04-3-11-187   -    -  	2023	ODDZ     
1704009978	17-04-3-11-187   -b   -00	2023	WYDZIEL  
1704009988	17-04-3-11-187   -d   -00	2023	WYDZIEL  
1704009990	17-04-3-11-187   -f   -00	2023	WYDZIEL  
1704009991	17-04-3-11-188   -    -  	2023	ODDZ     
1704009994	17-04-3-11-189   -    -  	2023	ODDZ     
1704009998	17-04-3-11-189   -d   -00	2023	WYDZIEL  
1704010000	17-04-3-11-189   -c   -00	2023	WYDZIEL  
1704010001	17-04-3-11-190   -    -  	2023	ODDZ     
1704010006	17-04-3-11-191   -    -  	2023	ODDZ     
1704010010	17-04-3-11-191   -d   -00	2023	WYDZIEL  
1704010014	17-04-3-11-191   -h   -00	2023	WYDZIEL  
1704010019	17-04-3-11-192   -    -  	2023	ODDZ     
1704010029	17-04-3-11-192   -d   -00	2023	WYDZIEL  
1704010031	17-04-3-11-192   -f   -00	2023	WYDZIEL  
1704010032	17-04-3-11-193   -    -  	2023	ODDZ     
1704010038	17-04-3-11-193   -c   -00	2023	WYDZIEL  
1704010040	17-04-3-11-193   -d   -00	2023	WYDZIEL  
1704010042	17-04-3-11-193   -h   -00	2023	WYDZIEL  
1704010044	17-04-3-11-193   -i   -00	2023	WYDZIEL  
1704010045	17-04-3-11-194   -    -  	2023	ODDZ     
1704010052	17-04-3-11-195   -    -  	2023	ODDZ     
1704010060	17-04-3-11-195   -d   -00	2023	WYDZIEL  
1704010061	17-04-3-12-196   -    -  	2023	ODDZ     
1704010063	17-04-3-12-196   -a   -00	2023	WYDZIEL  
1704010067	17-04-3-12-196   -c   -00	2023	WYDZIEL  
1704010069	17-04-3-12-196   -f   -00	2023	WYDZIEL  
1704010071	17-04-3-12-196   -d   -00	2023	WYDZIEL  
1704010073	17-04-3-12-196   -g   -00	2023	WYDZIEL  
1704010075	17-04-3-12-196   -h   -00	2023	WYDZIEL  
1704010077	17-04-3-12-196   -i   -00	2023	WYDZIEL  
1704010078	17-04-3-12-197   -    -  	2023	ODDZ     
1704010080	17-04-3-12-197   -a   -00	2023	WYDZIEL  
1704010082	17-04-3-12-197   -b   -00	2023	WYDZIEL  
1704010084	17-04-3-12-197   -c   -00	2023	WYDZIEL  
1704010086	17-04-3-12-197   -d   -00	2023	WYDZIEL  
1704010088	17-04-3-12-197   -f   -00	2023	WYDZIEL  
1704010090	17-04-3-12-197   -g   -00	2023	WYDZIEL  
1704010092	17-04-3-12-197   -h   -00	2023	WYDZIEL  
1704010098	17-04-3-12-197   -l   -00	2023	WYDZIEL  
1704010100	17-04-3-12-197   -n   -00	2023	WYDZIEL  
1704010104	17-04-3-12-197   -o   -00	2023	WYDZIEL  
1704010105	17-04-3-11-198   -    -  	2023	ODDZ     
1704010110	17-04-3-11-199   -    -  	2023	ODDZ     
1704010112	17-04-3-11-199   -a   -00	2023	WYDZIEL  
1704010114	17-04-3-11-199   -b   -00	2023	WYDZIEL  
1704010116	17-04-3-11-199   -c   -00	2023	WYDZIEL  
1704010117	17-04-3-11-200   -    -  	2023	ODDZ     
1704010119	17-04-3-11-200   -a   -00	2023	WYDZIEL  
1704010121	17-04-3-11-200   -b   -00	2023	WYDZIEL  
1704010123	17-04-3-11-200   -c   -00	2023	WYDZIEL  
1704010126	17-04-3-11-201   -    -  	2023	ODDZ     
1704010128	17-04-3-11-201   -a   -00	2023	WYDZIEL  
1704010130	17-04-3-11-201   -b   -00	2023	WYDZIEL  
1704010132	17-04-3-11-201   -c   -00	2023	WYDZIEL  
1704010134	17-04-3-11-201   -d   -00	2023	WYDZIEL  
1704010136	17-04-3-11-201   -f   -00	2023	WYDZIEL  
1704010138	17-04-3-11-201   -g   -00	2023	WYDZIEL  
1704010140	17-04-3-11-201   -h   -00	2023	WYDZIEL  
1704010141	17-04-3-12-201A  -    -  	2023	ODDZ     
1704010143	17-04-3-12-201A  -g   -00	2023	WYDZIEL  
1704010145	17-04-3-12-201A  -d   -00	2023	WYDZIEL  
1704010147	17-04-3-12-201A  -f   -00	2023	WYDZIEL  
1704010151	17-04-3-12-201A  -o   -00	2023	WYDZIEL  
1704010153	17-04-3-12-201A  -p   -00	2023	WYDZIEL  
1704010155	17-04-3-12-201A  -s   -00	2023	WYDZIEL  
1704010159	17-04-3-12-201A  -i   -00	2023	WYDZIEL  
1704010161	17-04-3-12-201A  -j   -00	2023	WYDZIEL  
1704010163	17-04-3-12-201A  -k   -00	2023	WYDZIEL  
1704010165	17-04-3-12-201A  -y   -00	2023	WYDZIEL  
1704010169	17-04-3-12-201A  -t   -00	2023	WYDZIEL  
1704010171	17-04-3-12-201A  -z   -00	2023	WYDZIEL  
1704010173	17-04-3-12-201A  -ax  -00	2023	WYDZIEL  
1704010175	17-04-3-12-201A  -r   -00	2023	WYDZIEL  
1704010176	17-04-3-11-202   -    -  	2023	ODDZ     
1704010178	17-04-3-11-202   -a   -00	2023	WYDZIEL  
1704010184	17-04-3-11-202   -c   -00	2023	WYDZIEL  
1704010186	17-04-3-11-202   -d   -00	2023	WYDZIEL  
1704010188	17-04-3-11-202   -f   -00	2023	WYDZIEL  
1704010190	17-04-3-11-202   -g   -00	2023	WYDZIEL  
1704010192	17-04-3-11-202   -h   -00	2023	WYDZIEL  
1704010193	17-04-3-11-203   -    -  	2023	ODDZ     
1704010195	17-04-3-11-203   -a   -00	2023	WYDZIEL  
1704010197	17-04-3-11-203   -b   -00	2023	WYDZIEL  
1704010199	17-04-3-11-203   -c   -00	2023	WYDZIEL  
1704010201	17-04-3-11-203   -d   -00	2023	WYDZIEL  
1704010202	17-04-3-12-204   -    -  	2023	ODDZ     
1704010204	17-04-3-12-204   -f   -00	2023	WYDZIEL  
1704010206	17-04-3-12-204   -h   -00	2023	WYDZIEL  
1704010208	17-04-3-12-204   -i   -00	2023	WYDZIEL  
1704010212	17-04-3-12-204   -b   -00	2023	WYDZIEL  
1704010214	17-04-3-12-204   -k   -00	2023	WYDZIEL  
1704010216	17-04-3-12-204   -l   -00	2023	WYDZIEL  
1704010218	17-04-3-12-204   -c   -00	2023	WYDZIEL  
1704010222	17-04-3-12-204   -m   -00	2023	WYDZIEL  
1704010224	17-04-3-12-204   -o   -00	2023	WYDZIEL  
1704010226	17-04-3-12-204   -p   -00	2023	WYDZIEL  
1704010227	17-04-3-12-205   -    -  	2023	ODDZ     
1704010235	17-04-3-12-205   -d   -00	2023	WYDZIEL  
1704010240	17-04-3-12-206   -    -  	2023	ODDZ     
1704010242	17-04-3-12-206   -g   -00	2023	WYDZIEL  
1704010248	17-04-3-12-206   -j   -00	2023	WYDZIEL  
1704010250	17-04-3-12-206   -k   -00	2023	WYDZIEL  
1704010252	17-04-3-12-206   -m   -00	2023	WYDZIEL  
1704010254	17-04-3-12-206   -n   -00	2023	WYDZIEL  
1704010256	17-04-3-12-206   -o   -00	2023	WYDZIEL  
1704010258	17-04-3-12-206   -p   -00	2023	WYDZIEL  
1704010260	17-04-3-12-206   -r   -00	2023	WYDZIEL  
1704010262	17-04-3-12-206   -s   -00	2023	WYDZIEL  
1704010264	17-04-3-12-206   -w   -00	2023	WYDZIEL  
1704010266	17-04-3-12-206   -x   -00	2023	WYDZIEL  
1704010268	17-04-3-12-206   -y   -00	2023	WYDZIEL  
1704010270	17-04-3-12-206   -z   -00	2023	WYDZIEL  
1704010272	17-04-3-12-206   -ax  -00	2023	WYDZIEL  
1704010273	17-04-3-12-207   -    -  	2023	ODDZ     
1704010275	17-04-3-12-207   -a   -00	2023	WYDZIEL  
1704010277	17-04-3-12-207   -b   -00	2023	WYDZIEL  
1704010283	17-04-3-12-207   -d   -00	2023	WYDZIEL  
1704010288	17-04-3-12-208   -    -  	2023	ODDZ     
1704010292	17-04-3-12-208   -b   -00	2023	WYDZIEL  
1704010294	17-04-3-12-208   -c   -00	2023	WYDZIEL  
1704010296	17-04-3-12-208   -d   -00	2023	WYDZIEL  
1704010298	17-04-3-12-208   -f   -00	2023	WYDZIEL  
1704010300	17-04-3-12-208   -h   -00	2023	WYDZIEL  
1704010302	17-04-3-12-208   -i   -00	2023	WYDZIEL  
1704010304	17-04-3-12-208   -j   -00	2023	WYDZIEL  
1704010306	17-04-3-12-208   -k   -00	2023	WYDZIEL  
1704010308	17-04-3-12-208   -l   -00	2023	WYDZIEL  
1704010310	17-04-3-12-208   -m   -00	2023	WYDZIEL  
1704010312	17-04-3-12-208   -n   -00	2023	WYDZIEL  
1704010316	17-04-3-12-208   -p   -00	2023	WYDZIEL  
1704010318	17-04-3-12-208   -r   -00	2023	WYDZIEL  
1704010320	17-04-3-12-208   -s   -00	2023	WYDZIEL  
1704010321	17-04-3-12-209   -    -  	2023	ODDZ     
1704010323	17-04-3-12-209   -a   -00	2023	WYDZIEL  
1704010325	17-04-3-12-209   -b   -00	2023	WYDZIEL  
1704010331	17-04-3-12-209   -g   -00	2023	WYDZIEL  
1704010333	17-04-3-12-209   -h   -00	2023	WYDZIEL  
1704010335	17-04-3-12-209   -i   -00	2023	WYDZIEL  
1704010337	17-04-3-12-209   -j   -00	2023	WYDZIEL  
1704010339	17-04-3-12-209   -l   -00	2023	WYDZIEL  
1704010341	17-04-3-12-209   -m   -00	2023	WYDZIEL  
1704010343	17-04-3-12-209   -n   -00	2023	WYDZIEL  
1704010345	17-04-3-12-209   -r   -00	2023	WYDZIEL  
1704010347	17-04-3-12-209   -p   -00	2023	WYDZIEL  
1704010349	17-04-3-12-209   -t   -00	2023	WYDZIEL  
1704010351	17-04-3-12-209   -w   -00	2023	WYDZIEL  
1704010353	17-04-3-12-209   -x   -00	2023	WYDZIEL  
1704010355	17-04-3-12-209   -y   -00	2023	WYDZIEL  
1704010357	17-04-3-12-209   -z   -00	2023	WYDZIEL  
1704010359	17-04-3-12-209   -ax  -00	2023	WYDZIEL  
1704010361	17-04-3-12-209   -bx  -00	2023	WYDZIEL  
1704010363	17-04-3-12-209   -cx  -00	2023	WYDZIEL  
1704010364	17-04-3-12-210   -    -  	2023	ODDZ     
1704010366	17-04-3-12-210   -a   -00	2023	WYDZIEL  
1704010368	17-04-3-12-210   -b   -00	2023	WYDZIEL  
1704010370	17-04-3-12-210   -c   -00	2023	WYDZIEL  
1704010372	17-04-3-12-210   -d   -00	2023	WYDZIEL  
1704010376	17-04-3-12-210   -g   -00	2023	WYDZIEL  
1704010380	17-04-3-12-210   -i   -00	2023	WYDZIEL  
1704010382	17-04-3-12-210   -j   -00	2023	WYDZIEL  
1704010384	17-04-3-12-210   -k   -00	2023	WYDZIEL  
1704010386	17-04-3-12-210   -l   -00	2023	WYDZIEL  
1704010388	17-04-3-12-210   -m   -00	2023	WYDZIEL  
1704010390	17-04-3-12-210   -n   -00	2023	WYDZIEL  
1704010392	17-04-3-12-210   -p   -00	2023	WYDZIEL  
1704010394	17-04-3-12-210   -r   -00	2023	WYDZIEL  
1704010396	17-04-3-12-210   -s   -00	2023	WYDZIEL  
1704010397	17-04-3-12-211   -    -  	2023	ODDZ     
1704010403	17-04-3-12-211   -b   -00	2023	WYDZIEL  
1704010409	17-04-3-12-211   -d   -00	2023	WYDZIEL  
1704010411	17-04-3-12-211   -f   -00	2023	WYDZIEL  
1704010417	17-04-3-12-211   -k   -00	2023	WYDZIEL  
1704010427	17-04-3-12-211   -m   -00	2023	WYDZIEL  
1704010428	17-04-3-12-212   -    -  	2023	ODDZ     
1704010434	17-04-3-12-212   -b   -00	2023	WYDZIEL  
1704010440	17-04-3-12-212   -g   -00	2023	WYDZIEL  
1704010442	17-04-3-12-212   -d   -00	2023	WYDZIEL  
1704010452	17-04-1-01-9     -h   -00	2023	WYDZIEL  
1704010454	17-04-1-01-9     -~a  -00	2023	WYDZIEL  
1704010460	17-04-1-01-11    -~a  -00	2023	WYDZIEL  
1704010462	17-04-1-01-11    -~b  -00	2023	WYDZIEL  
1704010466	17-04-1-01-12    -~b  -00	2023	WYDZIEL  
1704010468	17-04-1-01-13    -g   -00	2023	WYDZIEL  
1704010470	17-04-1-01-13    -j   -00	2023	WYDZIEL  
1704010472	17-04-1-01-13    -~a  -00	2023	WYDZIEL  
1704010474	17-04-1-01-13    -~b  -00	2023	WYDZIEL  
1704010476	17-04-1-01-13    -~c  -00	2023	WYDZIEL  
1704010478	17-04-1-01-15    -~a  -00	2023	WYDZIEL  
1704010480	17-04-1-01-15    -~b  -00	2023	WYDZIEL  
1704010484	17-04-1-01-16    -~b  -00	2023	WYDZIEL  
1704010486	17-04-1-01-17    -d   -00	2023	WYDZIEL  
1704010488	17-04-1-01-17    -~a  -00	2023	WYDZIEL  
1704010490	17-04-1-01-17    -~b  -00	2023	WYDZIEL  
1704010492	17-04-1-01-17    -~c  -00	2023	WYDZIEL  
1704010494	17-04-1-01-18    -f   -00	2023	WYDZIEL  
1704010496	17-04-1-01-18    -i   -00	2023	WYDZIEL  
1704010498	17-04-1-01-18    -~a  -00	2023	WYDZIEL  
1704010500	17-04-1-01-18    -~b  -00	2023	WYDZIEL  
1704010502	17-04-1-01-18    -~c  -00	2023	WYDZIEL  
1704010506	17-04-1-01-19    -~a  -00	2023	WYDZIEL  
1704010508	17-04-1-01-19    -~b  -00	2023	WYDZIEL  
1704010510	17-04-1-01-19    -~c  -00	2023	WYDZIEL  
1704010512	17-04-1-01-20    -j   -00	2023	WYDZIEL  
1704010516	17-04-1-01-20    -o   -00	2023	WYDZIEL  
1704010526	17-04-1-01-21    -d   -00	2023	WYDZIEL  
1704010528	17-04-1-01-21    -g   -00	2023	WYDZIEL  
1704010530	17-04-1-01-21    -~a  -00	2023	WYDZIEL  
1704010532	17-04-1-01-21    -~b  -00	2023	WYDZIEL  
1704010534	17-04-1-01-22    -~a  -00	2023	WYDZIEL  
1704010536	17-04-1-01-22    -~b  -00	2023	WYDZIEL  
1704010540	17-04-1-01-25    -c   -00	2023	WYDZIEL  
1704010544	17-04-1-01-48    -~c  -00	2023	WYDZIEL  
1704010546	17-04-1-01-48    -~a  -00	2023	WYDZIEL  
1704010548	17-04-1-01-48    -~b  -00	2023	WYDZIEL  
1704010552	17-04-1-01-50    -~c  -00	2023	WYDZIEL  
1704010554	17-04-1-01-50    -~a  -00	2023	WYDZIEL  
1704010556	17-04-1-01-50    -~b  -00	2023	WYDZIEL  
1704010558	17-04-1-01-51    -~a  -00	2023	WYDZIEL  
1704010562	17-04-1-01-52    -~b  -00	2023	WYDZIEL  
1704010564	17-04-1-01-52    -~c  -00	2023	WYDZIEL  
1704010568	17-04-1-01-53    -~a  -00	2023	WYDZIEL  
1704010570	17-04-1-01-53    -~b  -00	2023	WYDZIEL  
1704010572	17-04-1-01-53    -~c  -00	2023	WYDZIEL  
1704010576	17-04-1-01-53    -~d  -00	2023	WYDZIEL  
1704010578	17-04-1-01-54    -~a  -00	2023	WYDZIEL  
1704010582	17-04-1-01-54    -~b  -00	2023	WYDZIEL  
1704010586	17-04-1-01-56    -~a  -00	2023	WYDZIEL  
1704010588	17-04-1-01-57    -~a  -00	2023	WYDZIEL  
1704010590	17-04-1-01-57    -~b  -00	2023	WYDZIEL  
1704010592	17-04-1-01-57    -~c  -00	2023	WYDZIEL  
1704010596	17-04-1-01-58    -h   -00	2023	WYDZIEL  
1704010600	17-04-1-01-58    -~b  -00	2023	WYDZIEL  
1704010606	17-04-1-01-59    -~c  -00	2023	WYDZIEL  
1704010608	17-04-1-01-59    -~b  -00	2023	WYDZIEL  
1704010610	17-04-1-01-60    -~a  -00	2023	WYDZIEL  
1704010616	17-04-1-01-61    -~a  -00	2023	WYDZIEL  
1704010618	17-04-1-01-61    -~b  -00	2023	WYDZIEL  
1704010620	17-04-1-01-61    -~c  -00	2023	WYDZIEL  
1704010626	17-04-1-01-62    -~c  -00	2023	WYDZIEL  
1704010628	17-04-1-01-62    -~b  -00	2023	WYDZIEL  
1704010630	17-04-1-01-63    -~a  -00	2023	WYDZIEL  
1704010632	17-04-1-01-63    -~b  -00	2023	WYDZIEL  
1704010634	17-04-1-01-64    -~a  -00	2023	WYDZIEL  
1704010636	17-04-1-01-64    -~b  -00	2023	WYDZIEL  
1704010638	17-04-1-01-65    -~a  -00	2023	WYDZIEL  
1704010640	17-04-1-01-65    -~b  -00	2023	WYDZIEL  
1704010642	17-04-1-01-65    -~c  -00	2023	WYDZIEL  
1704010644	17-04-1-01-65    -~d  -00	2023	WYDZIEL  
1704010646	17-04-1-01-66    -~a  -00	2023	WYDZIEL  
1704010648	17-04-1-01-66    -~b  -00	2023	WYDZIEL  
1704010650	17-04-1-01-67    -~a  -00	2023	WYDZIEL  
1704010652	17-04-1-01-67    -~b  -00	2023	WYDZIEL  
1704010660	17-04-1-01-68    -i   -00	2023	WYDZIEL  
1704010666	17-04-1-01-68    -j   -00	2023	WYDZIEL  
1704010668	17-04-1-01-68    -m   -00	2023	WYDZIEL  
1704010670	17-04-1-01-68    -n   -00	2023	WYDZIEL  
1704010672	17-04-1-01-68    -p   -00	2023	WYDZIEL  
1704010674	17-04-1-01-68    -r   -00	2023	WYDZIEL  
1704010676	17-04-1-01-68    -t   -00	2023	WYDZIEL  
1704010680	17-04-1-01-68    -y   -00	2023	WYDZIEL  
1704010686	17-04-1-01-68    -ax  -00	2023	WYDZIEL  
1704010688	17-04-1-01-68    -bx  -00	2023	WYDZIEL  
1704010692	17-04-1-01-68    -dx  -00	2023	WYDZIEL  
1704010694	17-04-1-01-68    -fx  -00	2023	WYDZIEL  
1704010698	17-04-1-01-68    -gx  -00	2023	WYDZIEL  
1704010702	17-04-1-01-68    -~b  -00	2023	WYDZIEL  
1704010704	17-04-1-01-68    -~a  -00	2023	WYDZIEL  
