arodes_int_num	adress_forest	a_year	arodes_typ_cd
1704005802	17-04-2-06-157   -    -  	2023	ODDZ     
1704005804	17-04-2-06-157   -a   -00	2023	WYDZIEL  
1704005806	17-04-2-06-157   -b   -00	2023	WYDZIEL  
1704005808	17-04-2-06-157   -c   -00	2023	WYDZIEL  
1704005809	17-04-2-06-158   -    -  	2023	ODDZ     
1704005811	17-04-2-06-158   -a   -00	2023	WYDZIEL  
1704005821	17-04-2-06-158   -c   -00	2023	WYDZIEL  
1704005823	17-04-2-06-158   -d   -00	2023	WYDZIEL  
1704005825	17-04-2-06-158   -f   -00	2023	WYDZIEL  
1704005827	17-04-2-06-158   -g   -00	2023	WYDZIEL  
1704005829	17-04-2-06-158   -h   -00	2023	WYDZIEL  
1704005831	17-04-2-06-158   -i   -00	2023	WYDZIEL  
1704005832	17-04-2-06-159   -    -  	2023	ODDZ     
1704005834	17-04-2-06-159   -a   -00	2023	WYDZIEL  
1704005836	17-04-2-06-159   -b   -00	2023	WYDZIEL  
1704005838	17-04-2-06-159   -c   -00	2023	WYDZIEL  
1704005840	17-04-2-06-159   -d   -00	2023	WYDZIEL  
1704005842	17-04-2-06-159   -f   -00	2023	WYDZIEL  
1704005844	17-04-2-06-159   -g   -00	2023	WYDZIEL  
1704005846	17-04-2-06-159   -h   -00	2023	WYDZIEL  
1704005848	17-04-2-06-159   -i   -00	2023	WYDZIEL  
1704005850	17-04-2-06-159   -j   -00	2023	WYDZIEL  
1704005851	17-04-2-06-160   -    -  	2023	ODDZ     
1704005853	17-04-2-06-160   -a   -00	2023	WYDZIEL  
1704005855	17-04-2-06-160   -b   -00	2023	WYDZIEL  
1704005857	17-04-2-06-160   -c   -00	2023	WYDZIEL  
1704005863	17-04-2-06-160   -f   -00	2023	WYDZIEL  
1704005865	17-04-2-06-160   -g   -00	2023	WYDZIEL  
1704005871	17-04-2-06-160   -i   -00	2023	WYDZIEL  
1704005873	17-04-2-06-160   -j   -00	2023	WYDZIEL  
1704005880	17-04-2-07-      -    -  	2023	L-CTWO   
1704005881	17-04-2-07-1     -    -  	2023	ODDZ     
1704005883	17-04-2-07-1     -a   -00	2023	WYDZIEL  
1704005885	17-04-2-07-1     -b   -00	2023	WYDZIEL  
1704005887	17-04-2-07-1     -c   -00	2023	WYDZIEL  
1704005888	17-04-2-07-2     -    -  	2023	ODDZ     
1704005890	17-04-2-07-2     -a   -00	2023	WYDZIEL  
1704005892	17-04-2-07-2     -b   -00	2023	WYDZIEL  
1704005894	17-04-2-07-2     -c   -00	2023	WYDZIEL  
1704005896	17-04-2-07-2     -d   -00	2023	WYDZIEL  
1704005898	17-04-2-07-2     -f   -00	2023	WYDZIEL  
1704005900	17-04-2-07-2     -g   -00	2023	WYDZIEL  
1704005902	17-04-2-07-2     -h   -00	2023	WYDZIEL  
1704005906	17-04-2-07-2     -w   -00	2023	WYDZIEL  
1704005910	17-04-2-07-2     -i   -00	2023	WYDZIEL  
1704005914	17-04-2-07-2     -s   -00	2023	WYDZIEL  
1704005916	17-04-2-07-2     -t   -00	2023	WYDZIEL  
1704005922	17-04-2-07-2     -gx  -00	2023	WYDZIEL  
1704005928	17-04-2-07-2     -r   -00	2023	WYDZIEL  
1704005936	17-04-2-07-2     -p   -00	2023	WYDZIEL  
1704005940	17-04-2-07-2     -z   -00	2023	WYDZIEL  
1704005944	17-04-2-07-2     -fx  -00	2023	WYDZIEL  
1704005945	17-04-2-07-3     -    -  	2023	ODDZ     
1704005947	17-04-2-07-3     -a   -00	2023	WYDZIEL  
1704005949	17-04-2-07-3     -b   -00	2023	WYDZIEL  
1704005951	17-04-2-07-3     -c   -00	2023	WYDZIEL  
1704005953	17-04-2-07-3     -d   -00	2023	WYDZIEL  
1704005954	17-04-2-07-4     -    -  	2023	ODDZ     
1704005960	17-04-2-07-4     -c   -00	2023	WYDZIEL  
1704005962	17-04-2-07-4     -g   -00	2023	WYDZIEL  
1704005964	17-04-2-07-4     -h   -00	2023	WYDZIEL  
1704005966	17-04-2-07-4     -j   -00	2023	WYDZIEL  
1704005968	17-04-2-07-4     -m   -00	2023	WYDZIEL  
1704005970	17-04-2-07-4     -k   -00	2023	WYDZIEL  
1704005972	17-04-2-07-4     -l   -00	2023	WYDZIEL  
1704005974	17-04-2-07-4     -w   -00	2023	WYDZIEL  
1704005975	17-04-2-07-5     -    -  	2023	ODDZ     
1704005977	17-04-2-07-5     -a   -00	2023	WYDZIEL  
1704005979	17-04-2-07-5     -b   -00	2023	WYDZIEL  
1704005981	17-04-2-07-5     -c   -00	2023	WYDZIEL  
1704005983	17-04-2-07-5     -d   -00	2023	WYDZIEL  
1704005984	17-04-2-07-6     -    -  	2023	ODDZ     
1704005990	17-04-2-07-6     -b   -00	2023	WYDZIEL  
1704005991	17-04-2-07-7     -    -  	2023	ODDZ     
1704005993	17-04-2-07-7     -a   -00	2023	WYDZIEL  
1704005994	17-04-2-07-8     -    -  	2023	ODDZ     
1704005996	17-04-2-07-8     -a   -00	2023	WYDZIEL  
1704005999	17-04-2-07-9     -    -  	2023	ODDZ     
1704006003	17-04-2-07-9     -f   -00	2023	WYDZIEL  
1704006005	17-04-2-07-9     -c   -00	2023	WYDZIEL  
1704006009	17-04-2-07-9     -g   -00	2023	WYDZIEL  
1704006011	17-04-2-07-9     -a   -00	2023	WYDZIEL  
1704006013	17-04-2-07-9     -i   -00	2023	WYDZIEL  
1704006014	17-04-2-07-10    -    -  	2023	ODDZ     
1704006016	17-04-2-07-10    -a   -00	2023	WYDZIEL  
1704006021	17-04-2-07-11    -    -  	2023	ODDZ     
1704006023	17-04-2-07-11    -a   -00	2023	WYDZIEL  
1704006025	17-04-2-07-11    -b   -00	2023	WYDZIEL  
1704006027	17-04-2-07-11    -c   -00	2023	WYDZIEL  
1704006029	17-04-2-07-11    -d   -00	2023	WYDZIEL  
1704006031	17-04-2-07-11    -f   -00	2023	WYDZIEL  
1704006033	17-04-2-07-11    -g   -00	2023	WYDZIEL  
1704006034	17-04-2-07-12    -    -  	2023	ODDZ     
1704006038	17-04-2-07-12    -b   -00	2023	WYDZIEL  
1704006039	17-04-2-07-13    -    -  	2023	ODDZ     
1704006043	17-04-2-07-13    -b   -00	2023	WYDZIEL  
1704006046	17-04-2-07-14    -    -  	2023	ODDZ     
1704006048	17-04-2-07-14    -a   -00	2023	WYDZIEL  
1704006052	17-04-2-07-14    -d   -00	2023	WYDZIEL  
1704006054	17-04-2-07-14    -f   -00	2023	WYDZIEL  
1704006057	17-04-2-07-15    -    -  	2023	ODDZ     
1704006059	17-04-2-07-15    -a   -00	2023	WYDZIEL  
1704006064	17-04-2-07-16    -    -  	2023	ODDZ     
1704006066	17-04-2-07-16    -a   -00	2023	WYDZIEL  
1704006068	17-04-2-07-16    -b   -00	2023	WYDZIEL  
1704006069	17-04-2-07-17    -    -  	2023	ODDZ     
1704006071	17-04-2-07-17    -a   -00	2023	WYDZIEL  
1704006072	17-04-2-07-18    -    -  	2023	ODDZ     
1704006074	17-04-2-07-18    -a   -00	2023	WYDZIEL  
1704006075	17-04-2-07-19    -    -  	2023	ODDZ     
1704006077	17-04-2-07-19    -g   -00	2023	WYDZIEL  
1704006079	17-04-2-07-19    -d   -00	2023	WYDZIEL  
1704006081	17-04-2-07-19    -f   -00	2023	WYDZIEL  
1704006082	17-04-2-07-20    -    -  	2023	ODDZ     
1704006084	17-04-2-07-20    -a   -00	2023	WYDZIEL  
1704006086	17-04-2-07-20    -b   -00	2023	WYDZIEL  
1704006088	17-04-2-07-20    -c   -00	2023	WYDZIEL  
1704006090	17-04-2-07-20    -d   -00	2023	WYDZIEL  
1704006092	17-04-2-07-20    -f   -00	2023	WYDZIEL  
1704006093	17-04-2-07-21    -    -  	2023	ODDZ     
1704006095	17-04-2-07-21    -a   -00	2023	WYDZIEL  
1704006097	17-04-2-07-21    -b   -00	2023	WYDZIEL  
1704006099	17-04-2-07-21    -c   -00	2023	WYDZIEL  
1704006101	17-04-2-07-21    -d   -00	2023	WYDZIEL  
1704006103	17-04-2-07-21    -f   -00	2023	WYDZIEL  
1704006105	17-04-2-07-21    -g   -00	2023	WYDZIEL  
1704006107	17-04-2-07-21    -h   -00	2023	WYDZIEL  
1704006109	17-04-2-07-21    -i   -00	2023	WYDZIEL  
1704006111	17-04-2-07-21    -j   -00	2023	WYDZIEL  
1704006112	17-04-2-07-22    -    -  	2023	ODDZ     
1704006114	17-04-2-07-22    -a   -00	2023	WYDZIEL  
1704006116	17-04-2-07-22    -b   -00	2023	WYDZIEL  
1704006118	17-04-2-07-22    -c   -00	2023	WYDZIEL  
1704006119	17-04-2-07-23    -    -  	2023	ODDZ     
1704006123	17-04-2-07-23    -c   -00	2023	WYDZIEL  
1704006125	17-04-2-07-23    -d   -00	2023	WYDZIEL  
1704006131	17-04-2-07-23    -i   -00	2023	WYDZIEL  
1704006133	17-04-2-07-23    -g   -00	2023	WYDZIEL  
1704006135	17-04-2-07-23    -h   -00	2023	WYDZIEL  
1704006137	17-04-2-07-23    -f   -00	2023	WYDZIEL  
1704006138	17-04-2-07-24    -    -  	2023	ODDZ     
1704006140	17-04-2-07-24    -a   -00	2023	WYDZIEL  
1704006150	17-04-2-07-24    -f   -00	2023	WYDZIEL  
1704006154	17-04-2-07-24    -h   -00	2023	WYDZIEL  
1704006155	17-04-2-07-25    -    -  	2023	ODDZ     
1704006157	17-04-2-07-25    -a   -00	2023	WYDZIEL  
1704006159	17-04-2-07-25    -b   -00	2023	WYDZIEL  
1704006161	17-04-2-07-25    -c   -00	2023	WYDZIEL  
1704006163	17-04-2-07-25    -d   -00	2023	WYDZIEL  
1704006165	17-04-2-07-25    -f   -00	2023	WYDZIEL  
1704006166	17-04-2-07-26    -    -  	2023	ODDZ     
1704006168	17-04-2-07-26    -a   -00	2023	WYDZIEL  
1704006170	17-04-2-07-26    -b   -00	2023	WYDZIEL  
1704006171	17-04-2-07-27    -    -  	2023	ODDZ     
1704006173	17-04-2-07-27    -a   -00	2023	WYDZIEL  
1704006175	17-04-2-07-27    -b   -00	2023	WYDZIEL  
1704006177	17-04-2-07-27    -c   -00	2023	WYDZIEL  
1704006179	17-04-2-07-27    -d   -00	2023	WYDZIEL  
1704006180	17-04-2-07-28    -    -  	2023	ODDZ     
1704006182	17-04-2-07-28    -d   -00	2023	WYDZIEL  
1704006184	17-04-2-07-28    -f   -00	2023	WYDZIEL  
1704006186	17-04-2-07-28    -g   -00	2023	WYDZIEL  
1704006188	17-04-2-07-28    -j   -00	2023	WYDZIEL  
1704006189	17-04-2-07-29    -    -  	2023	ODDZ     
1704006191	17-04-2-07-29    -a   -00	2023	WYDZIEL  
1704006193	17-04-2-07-29    -b   -00	2023	WYDZIEL  
1704006195	17-04-2-07-29    -c   -00	2023	WYDZIEL  
1704006197	17-04-2-07-29    -d   -00	2023	WYDZIEL  
1704006199	17-04-2-07-29    -f   -00	2023	WYDZIEL  
1704006201	17-04-2-07-29    -g   -00	2023	WYDZIEL  
1704006202	17-04-2-07-30    -    -  	2023	ODDZ     
1704006204	17-04-2-07-30    -a   -00	2023	WYDZIEL  
1704006206	17-04-2-07-30    -b   -00	2023	WYDZIEL  
1704006208	17-04-2-07-30    -c   -00	2023	WYDZIEL  
1704006210	17-04-2-07-30    -d   -00	2023	WYDZIEL  
1704006212	17-04-2-07-30    -f   -00	2023	WYDZIEL  
1704006213	17-04-2-07-31    -    -  	2023	ODDZ     
1704006215	17-04-2-07-31    -a   -00	2023	WYDZIEL  
1704006217	17-04-2-07-31    -b   -00	2023	WYDZIEL  
1704006219	17-04-2-07-31    -c   -00	2023	WYDZIEL  
1704006221	17-04-2-07-31    -d   -00	2023	WYDZIEL  
1704006222	17-04-2-07-32    -    -  	2023	ODDZ     
1704006224	17-04-2-07-32    -a   -00	2023	WYDZIEL  
1704006226	17-04-2-07-32    -b   -00	2023	WYDZIEL  
1704006228	17-04-2-07-32    -c   -00	2023	WYDZIEL  
1704006230	17-04-2-07-32    -d   -00	2023	WYDZIEL  
1704006231	17-04-2-07-33    -    -  	2023	ODDZ     
1704006241	17-04-2-07-33    -f   -00	2023	WYDZIEL  
1704006245	17-04-2-07-33    -g   -00	2023	WYDZIEL  
1704006247	17-04-2-07-33    -h   -00	2023	WYDZIEL  
1704006250	17-04-2-07-34    -    -  	2023	ODDZ     
1704006252	17-04-2-07-34    -a   -00	2023	WYDZIEL  
1704006254	17-04-2-07-34    -b   -00	2023	WYDZIEL  
1704006255	17-04-2-07-35    -    -  	2023	ODDZ     
1704006257	17-04-2-07-35    -o   -00	2023	WYDZIEL  
1704006269	17-04-2-07-35    -l   -00	2023	WYDZIEL  
1704006272	17-04-2-07-36    -    -  	2023	ODDZ     
1704006284	17-04-2-07-36    -c   -00	2023	WYDZIEL  
1704006290	17-04-2-07-36    -f   -00	2023	WYDZIEL  
1704006291	17-04-2-07-37    -    -  	2023	ODDZ     
1704006293	17-04-2-07-37    -a   -00	2023	WYDZIEL  
1704006294	17-04-2-07-38    -    -  	2023	ODDZ     
1704006296	17-04-2-07-38    -a   -00	2023	WYDZIEL  
1704006297	17-04-2-07-39    -    -  	2023	ODDZ     
1704006299	17-04-2-07-39    -a   -00	2023	WYDZIEL  
1704006301	17-04-2-07-39    -b   -00	2023	WYDZIEL  
1704006303	17-04-2-07-39    -c   -00	2023	WYDZIEL  
1704006305	17-04-2-07-39    -d   -00	2023	WYDZIEL  
1704006307	17-04-2-07-39    -f   -00	2023	WYDZIEL  
1704006308	17-04-2-07-40    -    -  	2023	ODDZ     
1704006310	17-04-2-07-40    -a   -00	2023	WYDZIEL  
1704006314	17-04-2-07-40    -d   -00	2023	WYDZIEL  
1704006322	17-04-2-07-40    -h   -00	2023	WYDZIEL  
1704006323	17-04-2-07-41    -    -  	2023	ODDZ     
1704006325	17-04-2-07-41    -a   -00	2023	WYDZIEL  
1704006327	17-04-2-07-41    -b   -00	2023	WYDZIEL  
1704006329	17-04-2-07-41    -c   -00	2023	WYDZIEL  
1704006331	17-04-2-07-41    -d   -00	2023	WYDZIEL  
1704006334	17-04-2-07-42    -    -  	2023	ODDZ     
1704006338	17-04-2-07-42    -d   -00	2023	WYDZIEL  
1704006344	17-04-2-07-42    -g   -00	2023	WYDZIEL  
1704006346	17-04-2-07-42    -h   -00	2023	WYDZIEL  
1704006347	17-04-2-07-43    -    -  	2023	ODDZ     
1704006349	17-04-2-07-43    -a   -00	2023	WYDZIEL  
1704006351	17-04-2-07-43    -b   -00	2023	WYDZIEL  
1704006354	17-04-2-07-44    -    -  	2023	ODDZ     
1704006356	17-04-2-07-44    -a   -00	2023	WYDZIEL  
1704006358	17-04-2-07-44    -b   -00	2023	WYDZIEL  
1704006360	17-04-2-07-44    -c   -00	2023	WYDZIEL  
1704006362	17-04-2-07-44    -d   -00	2023	WYDZIEL  
1704006364	17-04-2-07-44    -f   -00	2023	WYDZIEL  
1704006370	17-04-2-07-44    -h   -00	2023	WYDZIEL  
1704006372	17-04-2-07-44    -i   -00	2023	WYDZIEL  
1704006374	17-04-2-07-44    -j   -00	2023	WYDZIEL  
1704006378	17-04-2-07-44    -l   -00	2023	WYDZIEL  
1704006380	17-04-2-07-44    -m   -00	2023	WYDZIEL  
1704006381	17-04-2-07-45    -    -  	2023	ODDZ     
1704006383	17-04-2-07-45    -a   -00	2023	WYDZIEL  
1704006385	17-04-2-07-45    -b   -00	2023	WYDZIEL  
1704006387	17-04-2-07-45    -c   -00	2023	WYDZIEL  
1704006389	17-04-2-07-45    -d   -00	2023	WYDZIEL  
1704006391	17-04-2-07-45    -f   -00	2023	WYDZIEL  
1704006393	17-04-2-07-45    -g   -00	2023	WYDZIEL  
1704006395	17-04-2-07-45    -h   -00	2023	WYDZIEL  
1704006396	17-04-2-07-46    -    -  	2023	ODDZ     
1704006399	17-04-2-07-47    -    -  	2023	ODDZ     
1704006404	17-04-2-07-48    -    -  	2023	ODDZ     
1704006413	17-04-2-07-49    -    -  	2023	ODDZ     
1704006415	17-04-2-07-49    -a   -00	2023	WYDZIEL  
1704006417	17-04-2-07-49    -g   -00	2023	WYDZIEL  
1704006421	17-04-2-07-49    -i   -00	2023	WYDZIEL  
1704006422	17-04-2-07-50    -    -  	2023	ODDZ     
1704006424	17-04-2-07-50    -a   -00	2023	WYDZIEL  
1704006426	17-04-2-07-50    -b   -00	2023	WYDZIEL  
1704006431	17-04-2-07-51    -    -  	2023	ODDZ     
1704006433	17-04-2-07-51    -a   -00	2023	WYDZIEL  
1704006435	17-04-2-07-51    -b   -00	2023	WYDZIEL  
1704006437	17-04-2-07-51    -c   -00	2023	WYDZIEL  
1704006439	17-04-2-07-51    -d   -00	2023	WYDZIEL  
1704006441	17-04-2-07-51    -f   -00	2023	WYDZIEL  
1704006443	17-04-2-07-51    -g   -00	2023	WYDZIEL  
1704006444	17-04-2-07-52    -    -  	2023	ODDZ     
1704006446	17-04-2-07-52    -a   -00	2023	WYDZIEL  
1704006448	17-04-2-07-52    -b   -00	2023	WYDZIEL  
1704006450	17-04-2-07-52    -c   -00	2023	WYDZIEL  
1704006452	17-04-2-07-52    -d   -00	2023	WYDZIEL  
1704006454	17-04-2-07-52    -f   -00	2023	WYDZIEL  
1704006456	17-04-2-07-52    -g   -00	2023	WYDZIEL  
1704006458	17-04-2-07-52    -h   -00	2023	WYDZIEL  
1704006460	17-04-2-07-52    -i   -00	2023	WYDZIEL  
1704006462	17-04-2-07-52    -j   -00	2023	WYDZIEL  
1704006464	17-04-2-07-52    -m   -00	2023	WYDZIEL  
1704006466	17-04-2-07-52    -n   -00	2023	WYDZIEL  
1704006467	17-04-2-07-53    -    -  	2023	ODDZ     
1704006469	17-04-2-07-53    -b   -00	2023	WYDZIEL  
1704006471	17-04-2-07-53    -d   -00	2023	WYDZIEL  
1704006473	17-04-2-07-53    -f   -00	2023	WYDZIEL  
1704006475	17-04-2-07-53    -a   -00	2023	WYDZIEL  
1704006477	17-04-2-07-53    -c   -00	2023	WYDZIEL  
1704006478	17-04-2-07-54    -    -  	2023	ODDZ     
1704006480	17-04-2-07-54    -a   -00	2023	WYDZIEL  
1704006482	17-04-2-07-54    -b   -00	2023	WYDZIEL  
1704006484	17-04-2-07-54    -c   -00	2023	WYDZIEL  
1704006488	17-04-2-07-54    -d   -00	2023	WYDZIEL  
1704006490	17-04-2-07-54    -f   -00	2023	WYDZIEL  
1704006494	17-04-2-07-54    -h   -00	2023	WYDZIEL  
1704006496	17-04-2-07-54    -i   -00	2023	WYDZIEL  
1704006497	17-04-2-07-55    -    -  	2023	ODDZ     
1704006510	17-04-2-07-56    -    -  	2023	ODDZ     
1704006512	17-04-2-07-56    -c   -00	2023	WYDZIEL  
1704006514	17-04-2-07-56    -d   -00	2023	WYDZIEL  
1704006516	17-04-2-07-56    -f   -00	2023	WYDZIEL  
1704006518	17-04-2-07-56    -g   -00	2023	WYDZIEL  
1704006520	17-04-2-07-56    -h   -00	2023	WYDZIEL  
1704006522	17-04-2-07-56    -j   -00	2023	WYDZIEL  
1704006524	17-04-2-07-56    -k   -00	2023	WYDZIEL  
1704006525	17-04-2-07-57    -    -  	2023	ODDZ     
1704006529	17-04-2-07-57    -c   -00	2023	WYDZIEL  
1704006533	17-04-2-07-57    -g   -00	2023	WYDZIEL  
1704006535	17-04-2-07-57    -h   -00	2023	WYDZIEL  
1704006539	17-04-2-07-57    -j   -00	2023	WYDZIEL  
1704006541	17-04-2-07-57    -f   -00	2023	WYDZIEL  
1704006545	17-04-2-07-57    -k   -00	2023	WYDZIEL  
1704006553	17-04-2-07-57    -o   -00	2023	WYDZIEL  
1704006554	17-04-2-07-58    -    -  	2023	ODDZ     
1704006556	17-04-2-07-58    -a   -00	2023	WYDZIEL  
1704006558	17-04-2-07-58    -b   -00	2023	WYDZIEL  
1704006560	17-04-2-07-58    -c   -00	2023	WYDZIEL  
1704006562	17-04-2-07-58    -d   -00	2023	WYDZIEL  
1704006564	17-04-2-07-58    -f   -00	2023	WYDZIEL  
1704006566	17-04-2-07-58    -g   -00	2023	WYDZIEL  
1704006568	17-04-2-07-58    -h   -00	2023	WYDZIEL  
1704006570	17-04-2-07-58    -i   -00	2023	WYDZIEL  
1704006572	17-04-2-07-58    -j   -00	2023	WYDZIEL  
1704006573	17-04-2-07-59    -    -  	2023	ODDZ     
1704006575	17-04-2-07-59    -a   -00	2023	WYDZIEL  
1704006577	17-04-2-07-59    -b   -00	2023	WYDZIEL  
1704006579	17-04-2-07-59    -c   -00	2023	WYDZIEL  
1704006581	17-04-2-07-59    -d   -00	2023	WYDZIEL  
1704006583	17-04-2-07-59    -f   -00	2023	WYDZIEL  
1704006585	17-04-2-07-59    -h   -00	2023	WYDZIEL  
1704006587	17-04-2-07-59    -i   -00	2023	WYDZIEL  
1704006589	17-04-2-07-59    -j   -00	2023	WYDZIEL  
1704006590	17-04-2-07-60    -    -  	2023	ODDZ     
1704006596	17-04-2-07-60    -c   -00	2023	WYDZIEL  
1704006598	17-04-2-07-60    -d   -00	2023	WYDZIEL  
1704006600	17-04-2-07-60    -f   -00	2023	WYDZIEL  
1704006602	17-04-2-07-60    -g   -00	2023	WYDZIEL  
1704006603	17-04-2-07-61    -    -  	2023	ODDZ     
1704006605	17-04-2-07-61    -a   -00	2023	WYDZIEL  
1704006607	17-04-2-07-61    -b   -00	2023	WYDZIEL  
1704006609	17-04-2-07-61    -c   -00	2023	WYDZIEL  
1704006611	17-04-2-07-61    -d   -00	2023	WYDZIEL  
1704006613	17-04-2-07-61    -f   -00	2023	WYDZIEL  
1704006615	17-04-2-07-61    -g   -00	2023	WYDZIEL  
1704006621	17-04-2-07-61    -j   -00	2023	WYDZIEL  
1704006623	17-04-2-07-61    -k   -00	2023	WYDZIEL  
1704006629	17-04-2-07-61    -m   -00	2023	WYDZIEL  
1704006631	17-04-2-07-61    -p   -00	2023	WYDZIEL  
1704006633	17-04-2-07-61    -o   -00	2023	WYDZIEL  
1704006634	17-04-2-07-62    -    -  	2023	ODDZ     
1704006636	17-04-2-07-62    -a   -00	2023	WYDZIEL  
1704006638	17-04-2-07-62    -b   -00	2023	WYDZIEL  
1704006642	17-04-2-07-62    -d   -00	2023	WYDZIEL  
1704006644	17-04-2-07-62    -f   -00	2023	WYDZIEL  
1704006646	17-04-2-07-62    -g   -00	2023	WYDZIEL  
1704006650	17-04-2-07-62    -h   -00	2023	WYDZIEL  
1704006654	17-04-2-07-62    -i   -00	2023	WYDZIEL  
1704006656	17-04-2-07-62    -j   -00	2023	WYDZIEL  
1704006658	17-04-2-07-62    -k   -00	2023	WYDZIEL  
1704006660	17-04-2-07-62    -l   -00	2023	WYDZIEL  
1704006662	17-04-2-07-62    -m   -00	2023	WYDZIEL  
1704006663	17-04-2-07-63    -    -  	2023	ODDZ     
1704006665	17-04-2-07-63    -a   -00	2023	WYDZIEL  
1704006667	17-04-2-07-63    -b   -00	2023	WYDZIEL  
1704006669	17-04-2-07-63    -c   -00	2023	WYDZIEL  
1704006671	17-04-2-07-63    -d   -00	2023	WYDZIEL  
1704006673	17-04-2-07-63    -f   -00	2023	WYDZIEL  
1704006675	17-04-2-07-63    -g   -00	2023	WYDZIEL  
1704006677	17-04-2-07-63    -h   -00	2023	WYDZIEL  
1704006679	17-04-2-07-63    -i   -00	2023	WYDZIEL  
1704006681	17-04-2-07-63    -j   -00	2023	WYDZIEL  
1704006683	17-04-2-07-63    -l   -00	2023	WYDZIEL  
1704006684	17-04-2-07-64    -    -  	2023	ODDZ     
1704006686	17-04-2-07-64    -a   -00	2023	WYDZIEL  
1704006692	17-04-2-07-64    -c   -00	2023	WYDZIEL  
1704006694	17-04-2-07-64    -d   -00	2023	WYDZIEL  
1704006695	17-04-2-07-65    -    -  	2023	ODDZ     
1704006697	17-04-2-07-65    -b   -00	2023	WYDZIEL  
1704006699	17-04-2-07-65    -k   -00	2023	WYDZIEL  
1704006703	17-04-2-07-65    -l   -00	2023	WYDZIEL  
1704006706	17-04-2-07-66    -    -  	2023	ODDZ     
1704006718	17-04-2-07-66    -b   -00	2023	WYDZIEL  
1704006720	17-04-2-07-66    -c   -00	2023	WYDZIEL  
1704006724	17-04-2-07-66    -d   -00	2023	WYDZIEL  
1704006726	17-04-2-07-66    -f   -00	2023	WYDZIEL  
1704006728	17-04-2-07-66    -g   -00	2023	WYDZIEL  
1704006729	17-04-2-07-67    -    -  	2023	ODDZ     
1704006735	17-04-2-07-67    -b   -00	2023	WYDZIEL  
1704006736	17-04-2-07-68    -    -  	2023	ODDZ     
1704006742	17-04-2-07-68    -b   -00	2023	WYDZIEL  
1704006744	17-04-2-07-68    -c   -00	2023	WYDZIEL  
1704006749	17-04-2-08-      -    -  	2023	L-CTWO   
1704006750	17-04-2-08-71    -    -  	2023	ODDZ     
1704006752	17-04-2-08-71    -a   -00	2023	WYDZIEL  
1704006753	17-04-2-08-72    -    -  	2023	ODDZ     
1704006755	17-04-2-08-72    -a   -00	2023	WYDZIEL  
1704006757	17-04-2-08-72    -b   -00	2023	WYDZIEL  
1704006759	17-04-2-08-72    -c   -00	2023	WYDZIEL  
1704006761	17-04-2-08-72    -d   -00	2023	WYDZIEL  
1704006763	17-04-2-08-72    -g   -00	2023	WYDZIEL  
1704006769	17-04-2-08-72    -j   -00	2023	WYDZIEL  
1704006771	17-04-2-08-72    -k   -00	2023	WYDZIEL  
1704006773	17-04-2-08-72    -l   -00	2023	WYDZIEL  
1704006775	17-04-2-08-72    -m   -00	2023	WYDZIEL  
1704006777	17-04-2-08-72    -n   -00	2023	WYDZIEL  
1704006782	17-04-2-08-73    -    -  	2023	ODDZ     
1704006784	17-04-2-08-73    -a   -00	2023	WYDZIEL  
1704006786	17-04-2-08-73    -b   -00	2023	WYDZIEL  
1704006788	17-04-2-08-73    -c   -00	2023	WYDZIEL  
1704006790	17-04-2-08-73    -d   -00	2023	WYDZIEL  
1704006792	17-04-2-08-73    -f   -00	2023	WYDZIEL  
1704006802	17-04-2-08-73    -h   -00	2023	WYDZIEL  
1704006807	17-04-2-08-74    -    -  	2023	ODDZ     
1704006809	17-04-2-08-74    -a   -00	2023	WYDZIEL  
1704006811	17-04-2-08-74    -g   -00	2023	WYDZIEL  
1704006813	17-04-2-08-74    -h   -00	2023	WYDZIEL  
1704006815	17-04-2-08-74    -d   -00	2023	WYDZIEL  
1704006816	17-04-2-08-77    -    -  	2023	ODDZ     
1704006818	17-04-2-08-77    -b   -00	2023	WYDZIEL  
1704006820	17-04-2-08-77    -c   -00	2023	WYDZIEL  
1704006822	17-04-2-08-77    -d   -00	2023	WYDZIEL  
1704006824	17-04-2-08-77    -f   -00	2023	WYDZIEL  
1704006826	17-04-2-08-77    -k   -00	2023	WYDZIEL  
1704006828	17-04-2-08-77    -g   -00	2023	WYDZIEL  
1704006830	17-04-2-08-77    -h   -00	2023	WYDZIEL  
1704006832	17-04-2-08-77    -i   -00	2023	WYDZIEL  
1704006834	17-04-2-08-77    -j   -00	2023	WYDZIEL  
1704006835	17-04-2-08-78    -    -  	2023	ODDZ     
1704006837	17-04-2-08-78    -a   -00	2023	WYDZIEL  
1704006839	17-04-2-08-78    -b   -00	2023	WYDZIEL  
1704006841	17-04-2-08-78    -c   -00	2023	WYDZIEL  
1704006843	17-04-2-08-78    -d   -00	2023	WYDZIEL  
1704006845	17-04-2-08-78    -f   -00	2023	WYDZIEL  
1704006849	17-04-2-08-78    -i   -00	2023	WYDZIEL  
1704006852	17-04-2-08-79    -    -  	2023	ODDZ     
1704006856	17-04-2-08-79    -b   -00	2023	WYDZIEL  
1704006858	17-04-2-08-79    -c   -00	2023	WYDZIEL  
1704006860	17-04-2-08-79    -d   -00	2023	WYDZIEL  
1704006861	17-04-2-08-80    -    -  	2023	ODDZ     
