site_int_num	arodes_int_num	prot_site_cd	prot_site_state	a_year
672	1704015887	9170	C	2023
500	1704015919	9170	B	2023
627	1704015920	9170	C	2023
396	1704015922	9170	C	2023
441	1704015928	9170	C	2023
412	1704015934	9170	C	2023
404	1704015936	9170	C	2023
1286	1704015939	91T0	C	2023
808	1704015942	9170	C	2023
1462	1704015958	9190	C	2023
835	1704015960	9190	C	2023
838	1704015961	9170	C	2023
896	1704015971	91E0	B	2023
1205	1704015997	9170	C	2023
1000	1704015998	9170	C	2023
1001	1704015999	9170	B	2023
1028	1704016006	9170	C	2023
1029	1704016007	9170	B	2023
1038	1704016008	91E0	C	2023
1037	1704016009	91E0	C	2023
1054	1704016014	9170	C	2023
1062	1704016027	91F0	B	2023
1063	1704016030	91F0	B	2023
1068	1704016054	9170	C	2023
1118	1704016065	9170	C	2023
1483	1704016066	9170	C	2023
1122	1704016067	9170	C	2023
1120	1704016069	9170	C	2023
1127	1704016072	9170	C	2023
1136	1704016074	9170	C	2023
1485	1704016079	9170	C	2023
1143	1704016081	9170	C	2023
1081	1704016097	9170	B	2023
1480	1704016098	9170	C	2023
1086	1704016101	9170	C	2023
1104	1704016131	9170	C	2023
1186	1704016188	9170	B	2023
1185	1704016189	9170	B	2023
949	1704016273	91D0	C	2023
977	1704016283	91E0	C	2023
979	1704016284	91E0	C	2023
426	1704016291	9170	C	2023
423	1704016292	9170	C	2023
837	1704016379	9170	C	2023
902	1704016383	91E0	C	2023
600	1704016384	9170	C	2023
313	1704016385	91E0	C	2023
1020	1704016393	9170	A	2023
704	1704016406	91E0	C	2023
1023	1704016409	91E0	A	2023
1150	1704016418	9170	C	2023
1156	1704016420	9170	C	2023
724	1704016429	91E0	B	2023
723	1704016430	91E0	C	2023
789	1704016486	9170	C	2023
1447	1704016547	9170	C	2023
587	1704016551	9170	A	2023
799	1704016560	9170	B	2023
12	1704016576	9170	C	2023
16	1704016578	9170	C	2023
1493	1704016579	9170	C	2023
19	1704016580	9170	C	2023
22	1704016582	9170	C	2023
75	1704016591	9170	C	2023
64	1704016592	9170	C	2023
84	1704016594	9170	C	2023
87	1704016596	9170	B	2023
89	1704016597	9170	C	2023
102	1704016605	9170	C	2023
105	1704016609	9170	C	2023
108	1704016612	9170	B	2023
109	1704016613	9170	C	2023
110	1704016614	9170	B	2023
121	1704016616	9170	B	2023
125	1704016617	9170	C	2023
128	1704016618	9170	C	2023
150	1704016624	9170	C	2023
142	1704016627	9170	B	2023
275	1704016633	9170	C	2023
278	1704016634	9170	C	2023
291	1704016642	9170	C	2023
315	1704016648	91E0	B	2023
154	1704016657	9170	C	2023
164	1704016661	9170	C	2023
165	1704016662	9170	C	2023
235	1704016679	9170	B	2023
232	1704016680	9170	C	2023
236	1704016681	9170	C	2023
243	1704016682	91E0	C	2023
163	1704016685	9170	B	2023
535	1704016688	9170	B	2023
532	1704016689	91D0	C	2023
539	1704016694	9170	C	2023
540	1704016697	9170	B	2023
555	1704016700	9170	C	2023
570	1704016702	9170	C	2023
554	1704016703	9170	C	2023
557	1704016705	9170	C	2023
566	1704016707	9170	A	2023
609	1704016709	9170	C	2023
577	1704016713	9170	B	2023
578	1704016714	9170	C	2023
598	1704016715	9170	C	2023
603	1704016716	9170	C	2023
342	1704016721	9170	C	2023
368	1704016723	9170	C	2023
370	1704016724	9170	C	2023
373	1704016725	9170	C	2023
379	1704016726	9170	C	2023
528	1704016735	9170	C	2023
695	1704016742	91E0	B	2023
696	1704016743	91E0	C	2023
1467	1704016751	9170	C	2023
1200	1704016791	91T0	A	2023
410	1704016795	9170	C	2023
409	1704016796	9170	C	2023
407	1704016839	9170	C	2023
408	1704016840	9170	C	2023
246	1704016853	91E0	B	2023
1022	1704016871	91E0	C	2023
258	1704017003	91E0	C	2023
216	1704017008	9170	C	2023
217	1704017009	9170	C	2023
289	1704017018	9170	C	2023
1484	1704017035	9170	C	2023
192	1704017133	9170	C	2023
160	1704017136	9170	C	2023
963	1704017385	91E0	C	2023
962	1704017386	91E0	C	2023
733	1704017402	9170	C	2023
961	1704017423	91E0	C	2023
1057	1704017435	91E0	A	2023
1058	1704017436	91E0	C	2023
1357	1704017502	9170	C	2023
1144	1704017503	9170	C	2023
181	1704017504	9170	C	2023
180	1704017505	9170	C	2023
1135	1704017556	9170	C	2023
1134	1704017557	9170	C	2023
90	1704017560	9170	C	2023
32	1704017608	9170	C	2023
92	1704017610	9170	B	2023
94	1704017612	9170	B	2023
1267	1704017618	9170	B	2023
1434	1704017622	9170	C	2023
57	1704017626	9170	C	2023
80	1704017634	9170	C	2023
81	1704017636	9170	C	2023
77	1704017640	9170	B	2023
78	1704017644	9170	C	2023
79	1704017646	9170	C	2023
98	1704017648	9170	B	2023
72	1704017658	9170	C	2023
73	1704017662	9170	C	2023
31	1704017666	9170	C	2023
28	1704017672	91E0	C	2023
689	1704017682	9190	C	2023
690	1704017683	9190	C	2023
220	1704017685	9170	B	2023
227	1704017687	9170	B	2023
230	1704017689	9170	B	2023
231	1704017693	9170	C	2023
1125	1704017708	9170	C	2023
1124	1704017709	9170	C	2023
1288	1704017730	91D0	C	2023
976	1704017752	91E0	B	2023
975	1704017753	91E0	C	2023
1277	1704017774	9170	C	2023
195	1704017792	9170	C	2023
193	1704017793	9170	C	2023
533	1704017827	9170	B	2023
1212	1704017828	9170	B	2023
505	1704017830	9170	C	2023
1131	1704017849	9170	C	2023
1130	1704017850	9170	C	2023
1488	1704017914	9170	C	2023
1489	1704017916	9170	C	2023
522	1704017947	9170	B	2023
521	1704017948	9170	B	2023
1190	1704017957	9170	C	2023
1314	1704017989	9170	C	2023
1312	1704017990	9170	C	2023
1313	1704017996	91E0	C	2023
1282	1704018002	91E0	A	2023
386	1704018042	9170	C	2023
395	1704018049	9170	B	2023
268	1704018071	9170	C	2023
1159	1704018077	9170	C	2023
1098	1704018079	9170	C	2023
1191	1704018084	9170	C	2023
1192	1704018085	9170	C	2023
938	1704018250	9170	C	2023
919	1704018254	91E0	C	2023
918	1704018255	91E0	B	2023
989	1704018269	9170	C	2023
954	1704018283	9170	C	2023
843	1704018292	9170	C	2023
894	1704018304	9170	C	2023
817	1704018307	91E0	C	2023
828	1704018308	9170	B	2023
841	1704018331	9170	C	2023
851	1704018332	9170	C	2023
852	1704018346	9170	C	2023
850	1704018351	9170	C	2023
937	1704018383	9170	C	2023
856	1704018384	9170	C	2023
915	1704018394	91E0	B	2023
907	1704018397	9170	C	2023
905	1704018398	9170	C	2023
892	1704018402	9170	C	2023
904	1704018403	9170	C	2023
958	1704018435	9170	B	2023
1012	1704018436	91E0	C	2023
1010	1704018437	91E0	C	2023
1002	1704018438	9170	A	2023
957	1704018446	91E0	C	2023
815	1704018448	91E0	C	2023
1039	1704018452	91E0	C	2023
827	1704018501	91E0	C	2023
834	1704018514	9190	C	2023
1431	1704018538	9170	C	2023
897	1704018540	9170	C	2023
898	1704018542	9170	B	2023
679	1704018823	4030	C	2023
1280	1704019042	9170	B	2023
1271	1704019193	9170	C	2023
1272	1704019195	9170	C	2023
295	1704019221	91E0	B	2023
300	1704019230	91E0	C	2023
299	1704019231	91E0	B	2023
309	1704019262	9170	B	2023
303	1704019268	9170	C	2023
304	1704019277	9170	B	2023
305	1704019278	9170	B	2023
191	1704019355	91E0	B	2023
173	1704019380	9170	C	2023
172	1704019381	9170	B	2023
240	1704019493	9170	B	2023
245	1704019497	91E0	C	2023
265	1704019507	9170	C	2023
266	1704019508	91F0	B	2023
270	1704019509	91E0	B	2023
269	1704019510	91E0	C	2023
233	1704019538	9170	C	2023
234	1704019539	9170	C	2023
213	1704019553	9170	C	2023
203	1704019572	91F0	C	2023
1294	1704019735	91T0	C	2023
753	1704020336	9170	C	2023
1459	1704020338	9170	C	2023
1460	1704020339	9170	C	2023
777	1704020364	9170	B	2023
800	1704020367	9170	C	2023
779	1704020374	9170	C	2023
795	1704020488	9170	C	2023
1454	1704020526	9170	C	2023
765	1704020606	9170	C	2023
1318	1704020762	91E0	C	2023
693	1704020816	91E0	C	2023
725	1704020916	91E0	B	2023
1084	1704021104	9170	C	2023
1085	1704021105	9170	C	2023
1109	1704021213	9170	C	2023
212	1704021236	9170	C	2023
58	1704021408	9170	C	2023
59	1704021410	9170	C	2023
107	1704021427	9170	C	2023
7	1704021543	9170	C	2023
9	1704021549	9170	B	2023
8	1704021550	9170	B	2023
86	1704021617	9170	C	2023
60	1704021630	9170	C	2023
20	1704021663	9170	C	2023
61	1704021667	9170	C	2023
96	1704021698	9170	C	2023
95	1704021701	9170	B	2023
116	1704021752	9170	C	2023
25	1704021825	9170	C	2023
385	1704021866	9170	C	2023
390	1704021874	9170	C	2023
391	1704021876	9170	C	2023
427	1704021966	9170	C	2023
428	1704021967	9170	C	2023
394	1704022164	9170	B	2023
392	1704022165	9170	C	2023
411	1704022193	9170	C	2023
1276	1704022205	91D0	C	2023
445	1704022303	9170	B	2023
605	1704022467	9170	C	2023
604	1704022470	9170	C	2023
599	1704022481	9170	C	2023
553	1704022536	9170	C	2023
1446	1704022547	9170	C	2023
585	1704022548	9170	C	2023
1487	1704022684	9170	C	2023
1369	1704022687	9170	C	2023
1146	1704022690	9170	C	2023
1209	1704022696	9170	C	2023
614	1704022700	9170	B	2023
632	1704022701	9170	B	2023
1352	1704022707	9170	B	2023
669	1704022709	91F0	A	2023
634	1704022711	9170	C	2023
767	1704022712	9170	B	2023
472	1704022724	9170	B	2023
473	1704022725	9170	B	2023
1147	1704022751	9170	C	2023
1152	1704022752	9170	C	2023
1151	1704022754	9170	C	2023
1184	1704022830	9170	C	2023
1065	1704022952	91F0	A	2023
1066	1704022954	91F0	C	2023
862	1704022967	9170	C	2023
1161	1704023013	9170	C	2023
1162	1704023014	9170	C	2023
1163	1704023015	9170	C	2023
1160	1704023016	9170	C	2023
1167	1704023020	9170	C	2023
1166	1704023022	9170	C	2023
818	1704023030	9170	C	2023
1168	1704023032	9170	C	2023
