arodes_int_num	a_year	site_nr	measure_cd	urgency	cutting_nr	cutting_area	large_timber_perc	cue_rank_order
1704003813	2023	1	TPP      	N		1.36		1
1704003961	2023	1	AGROT    	N		2.49		2
1704003961	2023	1	ODN-ZRB  	N		2.49		3
1704003972	2023	1	IB       	N		3.26	90	1
1704004033	2023	1	TPP      	N		4.34		1
1704004033	2023	1	ODN-IIP  	N		4.34		2
1704003919	2023	1	CP       	N		3.76		1
1704003921	2023	1	CP       	N		2.48		1
1704003972	2023	1	AGROT    	N		3.26		2
1704003972	2023	1	ODN-ZRB  	N		3.26		3
1704003978	2023	1	TPP      	N		2.67		1
1704003928	2023	1	IIA      	N		3.57	30	1
1704003936	2023	1	TWP      	N		3.85		1
1704003820	2023	1	TPP      	N		2.84		1
1704003822	2023	1	TPP      	N		0.76		1
1704004042	2023	1	TPP      	N		1.97		1
1704003982	2023	1	CP       	N		2.73		1
1704004044	2023	1	TWP      	N		3.28		1
1704003943	2023	1	AGROT    	N		3.97		1
1704003943	2023	1	ODN-ZRB  	N		3.97		2
1704003943	2023	1	PIEL     	N		3.97		3
1704003943	2023	1	IIA      	N		3.97	50	4
1704003945	2023	1	TPP      	N		22.22		1
1704003825	2023	1	TPP      	N		0.8		1
1704004046	2023	1	CP       	N		3.62		1
1704003947	2023	1	TPP      	N		2.61		1
1704003831	2023	1	TPP      	N		2.22		1
1704003987	2023	1	CP       	N		3.8		1
1704003837	2023	1	TPP      	N		1.27		1
1704004051	2023	1	CP       	N		2.8		1
1704003989	2023	1	IB       	N		1.37	95	1
1704004064	2023	1	CP       	N		2.5		1
1704004066	2023	1	TPP      	N		0.98		1
1704003844	2023	1	TPP      	N		1.31		1
1704003848	2023	1	TPP      	N		1.1		1
1704003851	2023	1	TPP      	N		2.01		1
1704003859	2023	1	TPP      	N		2.96		1
1704003863	2023	1	IB       	N		0.3	90	1
1704003863	2023	1	AGROT    	N		0.3		2
1704003863	2023	1	ODN-ZRB  	N		0.3		3
1704004072	2023	1	TWP      	N		1.33		1
1704003865	2023	1	IB       	N		1.48	90	1
1704003865	2023	1	AGROT    	N		1.48		2
1704003865	2023	1	ODN-ZRB  	N		1.48		3
1704004074	2023	1	CP       	N		2.11		1
1704003989	2023	1	AGROT    	N		1.37		2
1704003868	2023	1	TPP      	N		2.15		1
1704003868	2023	1	ODN-IIP  	N		2.15		2
1704003989	2023	1	ODN-ZRB  	N		1.37		3
1704003991	2023	1	IB       	N		1.63	95	1
1704004085	2023	1	CP       	N		2.42		1
1704003991	2023	1	AGROT    	N		1.63		2
1704003991	2023	1	ODN-ZRB  	N		1.63		3
1704004104	2023	1	TPP      	N		2.12		1
1704003993	2023	1	TPP      	N		1.88		1
1704004106	2023	1	IB       	N		3.64	95	1
1704004106	2023	1	AGROT    	N		3.64		2
1704004106	2023	1	ODN-ZRB  	N		3.64		3
1704004087	2023	1	TPP      	N		1.62		1
1704004091	2023	1	TPP      	N		1.01		1
1704004002	2023	1	TPP      	N		2.27		1
1704004099	2023	1	TWP      	N		1.44		1
1704004110	2023	1	TPP      	N		1.95		1
1704004120	2023	1	TPP      	N		1.01		1
1704004125	2023	1	CP       	N		2.33		1
1704004004	2023	1	TPP      	N		4.13		1
1704004186	2023	1	TPP      	N		1.6		1
1704004009	2023	1	CW       	N		2.06		1
1704004191	2023	1	TWP      	N		1.34		1
1704004128	2023	1	TPP      	N		1.63		1
1704004134	2023	1	CP       	N		0.52		1
1704004011	2023	1	TPP      	N		1.89		1
1704004019	2023	1	IB       	N		0.16	100	1
1704004136	2023	1	CP       	N		1.6		1
1704004206	2023	1	TWP      	N		14.12		1
1704004019	2023	1	AGROT    	N		0.16		2
1704004019	2023	1	ODN-ZRB  	N		0.16		3
1704004021	2023	1	TPP      	N		1.35		1
1704004208	2023	1	TPP      	N		1.28		1
1704004210	2023	1	TWP      	N		2.21		1
1704004152	2023	1	TPP      	N		19.27		1
1704004404	2023	1	TPP      	N		1.57		1
1704004159	2023	1	IB       	N		2.22	95	1
1704004159	2023	1	AGROT    	N		2.22		2
1704004159	2023	1	ODN-ZRB  	N		2.22		3
1704004161	2023	1	IIIAU    	N		2.39	95	1
1704004161	2023	1	AGROT    	N		1.78		2
1704004161	2023	1	ODN-ZŁOŻ 	N		1.78		3
1704004161	2023	1	CP       	N		0.61		4
1704004167	2023	1	IB       	N		2.38	95	1
1704004167	2023	1	AGROT    	N		2.38		2
1704004167	2023	1	ODN-ZRB  	N		2.38		3
1704004170	2023	1	IB       	N		0.87	95	1
1704004170	2023	1	AGROT    	N		0.87		2
1704004170	2023	1	ODN-ZRB  	N		0.87		3
1704004172	2023	1	TPP      	N		0.57		1
1704004174	2023	1	TPP      	N		0.81		1
1704004212	2023	1	PIEL     	N		1.55		1
1704004214	2023	1	TPP      	N		1.92		1
1704004216	2023	1	TPP      	N		0.59		1
1704004219	2023	1	TPP      	N		6.2		1
1704004228	2023	1	TPP      	N		1.53		1
1704004230	2023	1	TPP      	N		1.23		1
1704004235	2023	1	TPP      	N		3.72		1
1704004239	2023	1	TPP      	N		7.37		1
1704004244	2023	1	TPP      	N		2.77		1
1704004246	2023	1	TPP      	N		5.26		1
1704004252	2023	1	TPP      	N		0.99		1
1704004256	2023	1	TPP      	N		1.23		1
1704004263	2023	1	TPP      	N		5.18		1
1704004271	2023	1	IB       	N		1.79	95	1
1704004271	2023	1	AGROT    	N		1.79		2
1704004271	2023	1	ODN-ZRB  	N		1.79		3
1704004273	2023	1	IB       	N		1.55	95	1
1704004273	2023	1	AGROT    	N		1.55		2
1704004273	2023	1	ODN-ZRB  	N		1.55		3
1704004281	2023	1	TPP      	N		0.45		1
1704004283	2023	1	TPP      	N		0.64		1
1704004285	2023	1	TPP      	N		1.47		1
1704004296	2023	1	TPP      	N		2.53		1
1704004300	2023	1	CP       	N		1.47		1
1704004406	2023	1	TPP      	N		0.97		1
1704004306	2023	1	CP       	N		0.9		1
1704004341	2023	1	TPP      	N		7.79		1
1704004311	2023	1	TPP      	N		4.15		1
1704004428	2023	1	TPP      	N		1.06		1
1704004319	2023	1	TPP      	N		2.38		1
1704004321	2023	1	TWP      	N		2.97		1
1704004493	2023	1	TPP      	N		0.75		1
1704004509	2023	1	CW       	N		0.49		1
1704004347	2023	1	TPP      	N		2.09		1
1704004551	2023	1	TPP      	N		14.05		1
1704004430	2023	1	TPP      	N		1.07		1
1704004513	2023	1	TPP      	N		1.09		1
1704004432	2023	1	TPP      	N		1.07		1
1704004553	2023	1	TPP      	N		1.05		1
1704004515	2023	1	TPP      	N		0.48		1
1704004555	2023	1	TPP      	N		1.98		1
1704004434	2023	1	TPP      	N		0.56		1
1704004557	2023	1	IB       	N		1.01	100	1
1704004557	2023	1	AGROT    	N		1.01		2
1704004557	2023	1	ODN-ZRB  	N		1.01		3
1704004436	2023	1	TPP      	N		0.42		1
1704004438	2023	1	TPP      	N		1.44		1
1704004565	2023	1	IB       	N		3.99	95	1
1704004565	2023	1	AGROT    	N		3.99		2
1704004565	2023	1	ODN-ZRB  	N		3.99		3
1704004567	2023	1	TPP      	N		5.61		1
1704004373	2023	1	ODN-ZRB  	N		1.99		1
1704004448	2023	1	CP       	N		1.7		1
1704004377	2023	1	IIIBU    	N		3.91	95	1
1704004377	2023	1	AGROT    	N	2	2.74		2
1704004377	2023	1	ODN-ZŁOŻ 	N	2	2.74		3
1704004377	2023	1	CP       	N		1.17		4
1704004569	2023	1	TWP      	N		1.19		1
1704004574	2023	1	TPP      	N		1.18		1
1704004517	2023	1	TPP      	N		0.53		1
1704004468	2023	1	TPP      	N		0.89		1
1704004519	2023	1	CW       	N		1.08		1
1704004379	2023	1	TPP      	N		3.29		1
1704004576	2023	1	TPP      	N		2.09		1
1704004580	2023	1	TPP      	N		1.32		1
1704004582	2023	1	TPP      	N		1.37		1
1704004627	2023	1	CP       	N		2.43		1
1704004632	2023	1	IB       	N		2.17	95	1
1704004632	2023	1	AGROT    	N		2.17		2
1704004632	2023	1	ODN-ZRB  	N		2.17		3
1704004523	2023	1	TPP      	N		2.52		1
1704004385	2023	1	TPP      	N		3.17		1
1704004387	2023	1	TPP      	N		0.87		1
1704004586	2023	1	IB       	N		1.6	95	1
1704004586	2023	1	AGROT    	N		1.6		2
1704004586	2023	1	ODN-ZRB  	N		1.6		3
1704004588	2023	1	TPP      	N		2.01		1
1704004632	2023	2	IB       	N		1.9	95	4
1704004632	2023	2	AGROT    	N		1.9		5
1704004632	2023	2	ODN-ZRB  	N		1.9		6
1704004525	2023	1	TPP      	N		0.43		1
1704004701	2023	1	TPP      	N		8.74		1
1704004528	2023	1	TPP      	N		1.42		1
1704004530	2023	1	CP       	N		1.68		1
1704004532	2023	1	TPP      	N		0.55		1
1704004540	2023	1	TWP      	N		1.39		1
1704004542	2023	1	TWP      	N		3.81		1
1704004393	2023	1	CP       	N		1.41		1
1704004393	2023	1	CW       	N		2.01		2
1704004395	2023	1	TPP      	N		3.3		1
1704004397	2023	1	TPP      	N		0.63		1
1704004400	2023	1	TPP      	N		3.62		1
1704004778	2023	1	CP       	N		0.94		1
1704004640	2023	1	TPP      	N		4.99		1
1704004642	2023	1	TPP      	N		5.84		1
1704004657	2023	1	TPP      	N		2.66		1
1704004661	2023	1	TPP      	N		1.57		1
1704004663	2023	1	TPP      	N		3.08		1
1704004668	2023	1	TPP      	N		0.55		1
1704004678	2023	1	TPP      	N		0.95		1
1704004687	2023	1	TPP      	N		11.48		1
1704004695	2023	1	TPP      	N		2.98		1
1704004697	2023	1	IIIAU    	N		5.67	95	1
1704004697	2023	1	AGROT    	N		3.97		2
1704004697	2023	1	ODN-ZŁOŻ 	N		3.97		3
1704004697	2023	1	CP       	N		1.7		4
1704004546	2023	1	TPP      	N		3.0		1
1704004548	2023	1	TPP      	N		2.84		1
1704004783	2023	1	TPP      	N		1.43		1
1704004785	2023	1	TWP      	N		2.38		1
1704004787	2023	1	CP       	N		1.58		1
1704004797	2023	1	TPP      	N		1.39		1
1704004799	2023	1	TPP      	N		4.31		1
1704004801	2023	1	IB       	N		3.61	90	1
1704004801	2023	1	AGROT    	N		3.61		2
1704004801	2023	1	ODN-ZRB  	N		3.61		3
1704004699	2023	1	TPP      	N		0.95		1
1704004803	2023	1	CP       	N		1.09		1
1704004703	2023	1	TPP      	N		2.26		1
1704004805	2023	1	IIIA     	N		2.5	30	1
1704004805	2023	1	AGROT    	N		0.75		2
1704004805	2023	1	ODN-ZŁOŻ 	N		0.75		3
1704004706	2023	1	TPP      	N		1.07		1
1704004708	2023	1	TPP      	N		3.35		1
1704004827	2023	1	TPP      	N		1.09		1
1704004712	2023	1	TPP      	N		1.39		1
1704004716	2023	1	TWP      	N		1.08		1
1704004853	2023	1	TPP      	N		0.85		1
1704004844	2023	1	IB       	N		2.87	95	1
1704004844	2023	2	IB       	N		3.22	95	4
1704004844	2023	1	AGROT    	N		2.87		2
1704004844	2023	2	AGROT    	N		3.22		5
1704004844	2023	1	ODN-ZRB  	N		2.87		3
1704004844	2023	2	ODN-ZRB  	N		3.22		6
1704004855	2023	1	IIIA     	N		3.99	30	1
1704004855	2023	1	AGROT    	N		1.2		2
1704004855	2023	1	ODN-ZŁOŻ 	N		1.2		3
1704004846	2023	1	TPP      	N		1.31		1
1704004718	2023	1	TPP      	N		2.08		1
1704004848	2023	1	TPP      	N		7.36		1
1704004721	2023	1	TPP      	N		7.2		1
1704004857	2023	1	TWP      	N		0.72		1
1704004860	2023	1	TPP      	N		3.92		1
1704004730	2023	1	CP       	N		3.15		1
1704004732	2023	1	TWP      	N		2.44		1
1704004734	2023	1	TPP      	N		1.12		1
1704004927	2023	1	IB       	N		2.19	95	1
1704004927	2023	1	AGROT    	N		2.19		2
1704004927	2023	1	ODN-ZRB  	N		2.19		3
1704004868	2023	1	TPP      	N		1.22		1
1704004736	2023	1	TPP      	N		0.5		1
1704004929	2023	1	TWP      	N		4.0		1
1704004744	2023	1	TPP      	N		1.06		1
1704004931	2023	1	TWP      	N		3.23		1
1704004870	2023	1	TPP      	N		1.05		1
1704004872	2023	1	TPP      	N		1.27		1
1704004933	2023	1	TPP      	N		2.45		1
1704004746	2023	1	TPP      	N		2.73		1
1704004935	2023	1	TPP      	N		1.12		1
1704004874	2023	1	CP       	N		1.24		1
1704005085	2023	1	CP       	N		8.57		1
1704004755	2023	1	IIIAU    	N		3.9	80	1
1704005087	2023	1	IIIBU    	N		5.69	90	1
1704005087	2023	1	AGROT    	N		2.27		2
1704005087	2023	1	ODN-ZŁOŻ 	N		2.27		3
1704005087	2023	1	PIEL     	N		1.71		4
1704005087	2023	1	CP       	N		1.71		5
1704005091	2023	1	TPP      	N		2.5		1
1704004937	2023	1	IIIB     	N		7.39	50	1
1704004937	2023	1	AGROT    	N		2.22		2
1704004937	2023	1	ODN-ZŁOŻ 	N		2.22		3
1704004937	2023	1	PIEL     	N		2.15		4
1704004876	2023	1	TPP      	N		1.72		1
1704004878	2023	1	IIIA     	N		6.52	30	1
1704004878	2023	1	AGROT    	N		1.96		2
1704004878	2023	1	ODN-ZŁOŻ 	N		1.96		3
1704005094	2023	1	IB       	N		1.34	95	1
1704005094	2023	1	AGROT    	N		1.34		2
1704005094	2023	1	ODN-ZRB  	N		1.34		3
1704005096	2023	1	TPP      	N		3.29		1
1704004948	2023	1	TPP      	N		3.29		1
1704004755	2023	1	AGROT    	N		2.75		2
1704005098	2023	1	TWP      	N		1.95		1
1704004881	2023	1	TPP      	N		1.77		1
1704004755	2023	1	ODN-ZŁOŻ 	N		2.75		3
1704004755	2023	1	CP       	N		1.15		4
1704004760	2023	1	TPP      	N		2.04		1
1704004887	2023	1	TPP      	N		1.54		1
1704005100	2023	1	TPP      	N		0.72		1
1704005102	2023	1	TPP      	N		0.97		1
1704004954	2023	1	IIIAU    	N		4.93	95	1
1704004954	2023	1	AGROT    	N		3.45		2
1704004954	2023	1	ODN-ZŁOŻ 	N		3.45		3
1704004954	2023	1	CW       	N		1.48		4
1704004891	2023	1	TPP      	N		0.89		1
1704004893	2023	1	TPP      	N		2.23		1
1704005111	2023	1	TPP      	N		1.43		1
1704004956	2023	1	IIIAU    	N		1.21	95	1
1704004956	2023	1	AGROT    	N		0.76		2
1704004956	2023	1	ODN-ZŁOŻ 	N		0.76		3
1704004956	2023	1	CW       	N		0.45		4
1704005114	2023	1	TPP      	N		2.8		1
1704005116	2023	1	TWP      	N		1.6		1
1704005002	2023	1	TPP      	N		7.66		1
1704004762	2023	1	TPP      	N		11.34		1
1704004958	2023	1	TPP      	N		1.23		1
1704004895	2023	1	IB       	N		3.44	95	1
1704004895	2023	1	AGROT    	N		3.44		2
1704004895	2023	1	ODN-ZRB  	N		3.44		3
1704005118	2023	1	TPP      	N		4.32		1
1704005124	2023	1	TPP      	N		7.1		1
1704005004	2023	1	TPP      	N		2.04		1
1704005008	2023	1	TPP      	N		2.12		1
1704005013	2023	1	TPP      	N		1.03		1
1704005015	2023	1	TWP      	N		2.91		1
1704004960	2023	1	TPP      	N		1.88		1
1704004963	2023	1	TPP      	N		2.33		1
1704004965	2023	1	TWP      	N		1.49		1
1704004899	2023	1	TPP      	N		0.46		1
1704004906	2023	1	TPP      	N		0.7		1
1704005126	2023	1	TPP      	N		2.79		1
1704005017	2023	1	TPP      	N		1.67		1
1704004967	2023	1	TWP      	N		2.44		1
1704004908	2023	1	TPP      	N		0.93		1
1704005135	2023	1	TWP      	N		1.65		1
1704005019	2023	1	TWP      	N		1.2		1
1704004764	2023	1	IB       	N		3.13	95	1
1704005021	2023	1	TWP      	N		1.12		1
1704005023	2023	1	TPP      	N		3.45		1
1704004971	2023	1	TPP      	N		4.81		1
1704004975	2023	1	TPP      	N		1.53		1
1704004916	2023	1	CP       	N		2.62		1
1704005137	2023	1	TPP      	N		1.86		1
1704005140	2023	1	IIIA     	N		3.19	40	1
1704005140	2023	1	AGROT    	N		1.28		2
1704005140	2023	1	ODN-ZŁOŻ 	N		1.28		3
1704005025	2023	1	TPP      	N		1.71		1
1704004764	2023	1	AGROT    	N		3.13		2
1704004764	2023	1	ODN-ZRB  	N		3.13		3
1704004766	2023	1	CP       	N		0.71		1
1704005028	2023	1	TWP      	N		1.77		1
1704005032	2023	1	TPP      	N		5.34		1
1704004978	2023	1	TPP      	N		3.01		1
1704004918	2023	1	IB       	N		2.06	95	1
1704004918	2023	1	AGROT    	N		2.06		2
1704004918	2023	1	ODN-ZRB  	N		2.06		3
1704005146	2023	1	TPP      	N		1.18		1
1704005150	2023	1	TPP      	N		3.5		1
1704004980	2023	1	CW       	N		1.98		1
1704004768	2023	1	TPP      	N		1.36		1
1704004922	2023	1	CP       	N		0.43		1
1704005036	2023	1	TPP      	N		1.09		1
1704004982	2023	1	TPP      	N		1.58		1
1704004924	2023	1	TPP      	N		0.3		1
1704004770	2023	1	TPP      	N		1.89		1
1704005038	2023	1	TPP      	N		1.45		1
1704004984	2023	1	TPP      	N		3.95		1
1704004772	2023	1	TPP      	N		0.89		1
1704004986	2023	1	TPP      	N		3.59		1
1704005165	2023	1	CP       	N		5.22		1
1704005167	2023	1	IIIAU    	N		3.62	95	1
1704005167	2023	1	AGROT    	N		2.63		2
1704005167	2023	1	ODN-ZŁOŻ 	N		2.63		3
1704005167	2023	1	CW       	N		0.99		4
1704005172	2023	1	TPP      	N		1.79		1
1704005174	2023	1	CP       	N		3.29		1
1704005176	2023	1	IIIBU    	N		3.12	95	1
1704005176	2023	1	AGROT    	N		1.24		2
1704005176	2023	1	ODN-ZŁOŻ 	N		1.24		3
1704005176	2023	1	PIEL     	N		0.94		4
1704005176	2023	1	CP       	N		0.94		5
1704005178	2023	1	TPP      	N		1.43		1
1704005180	2023	1	CP       	N		4.47		1
1704005180	2023	1	CW       	N		3.67		2
1704005184	2023	1	TPP      	N		1.09		1
1704005041	2023	1	TPP      	N		1.11		1
1704005043	2023	1	TPP      	N		2.11		1
1704005045	2023	1	TPP      	N		1.59		1
1704005047	2023	1	TPP      	N		2.09		1
1704005049	2023	1	IIIAU    	N		4.22	80	1
1704005049	2023	1	AGROT    	N		2.89		2
1704005049	2023	1	ODN-ZŁOŻ 	N		2.89		3
1704005049	2023	1	CW       	N		1.33		4
1704005052	2023	1	TPP      	N		0.48		1
1704005054	2023	1	TPP      	N		3.12		1
1704005056	2023	1	TPP      	N		1.78		1
1704005059	2023	1	TPP      	N		1.7		1
1704005061	2023	1	TPP      	N		4.78		1
1704005232	2023	1	TPP      	N		4.44		1
1704005234	2023	1	TPP      	N		5.04		1
1704005238	2023	1	TPP      	N		1.22		1
1704005245	2023	1	TPP      	N		3.96		1
1704005247	2023	1	TWP      	N		4.04		1
1704005249	2023	1	TWP      	N		3.23		1
1704005189	2023	1	CW       	N		1.05		1
1704005189	2023	1	CP       	N		2.48		2
1704005199	2023	1	CW       	N		1.0		1
1704005199	2023	1	CP       	N		2.42		2
1704005204	2023	1	TWP      	N		2.56		1
1704005206	2023	1	CP       	N		1.44		1
1704005206	2023	1	PIEL     	N		0.85		2
1704005208	2023	1	IIIB     	N		10.35	50	1
1704005208	2023	1	AGROT    	N		3.11		2
1704005208	2023	1	ODN-ZŁOŻ 	N		3.11		3
1704005208	2023	1	PIEL     	N		2.78		4
1704005210	2023	1	TPP      	N		1.54		1
1704005212	2023	1	CP       	N		2.23		1
1704005212	2023	1	PIEL     	N		1.0		2
1704005214	2023	1	TPP      	N		4.08		1
1704005216	2023	1	CP       	N		1.43		1
1704005216	2023	1	TWP      	N		0.95		2
1704005219	2023	1	TPP      	N		3.14		1
1704005221	2023	1	TPP      	N		3.41		1
1704005223	2023	1	TWP      	N		3.9		1
1704005063	2023	1	TPP      	N		3.15		1
1704005072	2023	1	TPP      	N		4.22		1
1704005074	2023	1	TPP      	N		3.88		1
1704005301	2023	1	TPP      	N		0.85		1
1704005303	2023	1	TWP      	N		4.1		1
1704005306	2023	1	PIEL     	N		3.65		1
1704005306	2023	1	CP       	N		5.47		2
1704005308	2023	1	IIIBU    	N		6.94	95	1
1704005308	2023	1	AGROT    	N		2.62		2
1704005308	2023	1	ODN-ZŁOŻ 	N		2.62		3
1704005308	2023	1	PIEL     	N		2.02		4
1704005308	2023	1	CP       	N		2.3		5
1704005253	2023	1	TPP      	N		3.73		1
1704005255	2023	1	TPP      	N		1.92		1
1704005257	2023	1	TPP      	N		1.13		1
1704005269	2023	1	IIIAU    	N		4.41	90	1
1704005269	2023	1	AGROT    	N		3.09		2
1704005269	2023	1	ODN-ZŁOŻ 	N		3.09		3
1704005269	2023	1	CW       	N		1.32		4
1704005277	2023	1	TPP      	N		3.65		1
1704005281	2023	1	TPP      	N		0.54		1
1704005310	2023	1	TPP      	N		0.72		1
1704005527	2023	1	TPP      	N		1.88		1
1704005316	2023	1	TPP      	N		3.5		1
1704005324	2023	1	IB       	N		3.58	95	1
1704005324	2023	1	AGROT    	N		3.58		2
1704005324	2023	1	ODN-ZRB  	N		3.58		3
1704005328	2023	1	TPP      	N		8.56		1
1704005330	2023	1	IIA      	N		0.88	50	1
1704005330	2023	1	AGROT    	N		0.88		2
1704005330	2023	1	ODN-ZŁOŻ 	N		0.88		3
1704005333	2023	1	TPP      	N		6.02		1
1704005335	2023	1	TPP      	N		2.22		1
1704005341	2023	1	TPP      	N		4.36		1
1704005348	2023	1	TWP      	N		6.27		1
1704005350	2023	1	TPP      	N		1.17		1
1704005352	2023	1	TPP      	N		2.98		1
1704005355	2023	1	TPP      	N		6.4		1
1704005357	2023	1	IB       	N		1.67	95	1
1704005357	2023	1	AGROT    	N		1.67		2
1704005357	2023	1	ODN-ZRB  	N		1.67		3
1704005289	2023	1	CP       	N		8.65		1
1704005529	2023	1	TPP      	N		0.66		1
1704005531	2023	1	TPP      	N		0.82		1
1704005540	2023	1	TPP      	N		4.55		1
1704005542	2023	1	TPP      	N		1.52		1
1704005544	2023	1	TPP      	N		1.33		1
1704005546	2023	1	TPP      	N		2.45		1
1704005548	2023	1	TPP      	N		0.96		1
1704005550	2023	1	TWP      	N		2.97		1
1704005552	2023	1	IIIAU    	N		2.05	95	1
1704005552	2023	1	AGROT    	N		1.44		2
1704005552	2023	1	ODN-ZŁOŻ 	N		1.44		3
1704005552	2023	1	CW       	N		0.61		4
1704005554	2023	1	CP       	N		2.17		1
1704005557	2023	1	TWP      	N		2.08		1
1704005563	2023	1	TPP      	N		2.22		1
1704005376	2023	1	TWP      	N		3.12		1
1704005569	2023	1	TPP      	N		2.07		1
1704005378	2023	1	TWP      	N		4.2		1
1704005380	2023	1	TWP      	N		0.73		1
1704005601	2023	1	TPP      	N		4.24		1
1704005603	2023	1	IB       	N		1.09	90	1
1704005603	2023	1	AGROT    	N		1.09		2
1704005603	2023	1	ODN-ZRB  	N		1.09		3
1704005605	2023	1	TPP      	N		2.77		1
1704005453	2023	1	TWP      	N		1.43		1
1704005359	2023	1	TWP      	N		3.97		1
1704005607	2023	1	IB       	N		1.34	95	1
1704005607	2023	1	AGROT    	N		1.34		2
1704005607	2023	1	ODN-ZRB  	N		1.34		3
1704005457	2023	1	TPP      	N		1.5		1
1704005361	2023	1	TWP      	N		5.12		1
1704005572	2023	1	TPP      	N		0.76		1
1704005363	2023	1	CP       	N		3.55		1
1704005370	2023	1	IB       	N		2.31	95	1
1704005370	2023	1	AGROT    	N		2.31		2
1704005370	2023	1	ODN-ZRB  	N		2.31		3
1704005372	2023	1	TPP      	N		0.58		1
1704005374	2023	1	TWP      	N		3.22		1
1704005614	2023	1	TPP      	N		0.44		1
1704005616	2023	1	ODN-ZRB  	N		1.14		1
1704005619	2023	1	TWP      	N		0.86		1
1704005621	2023	1	TPP      	N		2.32		1
1704005623	2023	1	TWP      	N		3.07		1
1704005625	2023	1	TPP      	N		1.81		1
1704005462	2023	1	TPP      	N		5.06		1
1704005464	2023	1	TWP      	N		4.45		1
1704005466	2023	1	TPP      	N		1.24		1
1704005470	2023	1	CP       	N		0.78		1
1704005472	2023	1	TPP      	N		0.75		1
1704005474	2023	1	CP       	N		0.87		1
1704005479	2023	1	TPP      	N		2.88		1
1704005481	2023	1	TWP      	N		3.85		1
1704005483	2023	1	CP       	N		4.27		1
1704005485	2023	1	IB       	N		1.97	95	1
1704005382	2023	1	TWP      	N		1.4		1
1704005384	2023	1	IB       	N		1.27	95	1
1704005384	2023	1	AGROT    	N		1.27		2
1704005384	2023	1	ODN-ZRB  	N		1.27		3
1704005386	2023	1	TPP      	N		1.18		1
1704005389	2023	1	TPP      	N		2.15		1
1704005391	2023	1	TWP      	N		2.84		1
1704005393	2023	1	TPP      	N		1.29		1
1704005395	2023	1	PIEL     	N		1.93		1
1704005395	2023	1	CP       	N		4.29		2
1704005399	2023	1	TWP      	N		2.16		1
1704005401	2023	1	TPP      	N		1.76		1
1704005406	2023	1	TWP      	N		2.84		1
1704005408	2023	1	TPP      	N		1.87		1
1704005631	2023	1	TPP      	N		1.75		1
1704005633	2023	1	TPP      	N		2.67		1
1704005635	2023	1	TPP      	N		2.72		1
1704005637	2023	1	TPP      	N		5.29		1
1704005639	2023	1	TWP      	N		0.57		1
1704005485	2023	1	AGROT    	N		1.97		2
1704005485	2023	1	ODN-ZRB  	N		1.97		3
1704005487	2023	1	IB       	N		3.67	95	1
1704005487	2023	1	AGROT    	N		3.67		2
1704005487	2023	1	ODN-ZRB  	N		3.67		3
1704005489	2023	1	TPP      	N		2.28		1
1704005492	2023	1	TWP      	N		2.22		1
1704005494	2023	1	TWP      	N		2.14		1
1704005496	2023	1	TPP      	N		1.82		1
1704005500	2023	1	TPP      	N		1.51		1
1704005505	2023	1	TPP      	N		2.27		1
1704005410	2023	1	CP       	N		2.39		1
1704005412	2023	1	TWP      	N		3.27		1
1704005418	2023	1	PIEL     	N		1.37		1
1704005420	2023	1	TPP      	N		1.23		1
1704005427	2023	1	TPP      	N		4.68		1
1704005431	2023	1	TPP      	N		1.83		1
1704005435	2023	1	TWP      	N		0.43		1
1704005437	2023	1	TPP      	N		5.85		1
1704005681	2023	1	TPP      	N		3.96		1
1704005683	2023	1	IB       	N		1.76	95	1
1704005683	2023	2	IB       	N		1.98	95	4
1704005683	2023	1	AGROT    	N		1.76		2
1704005683	2023	2	AGROT    	N		1.98		5
1704005683	2023	1	ODN-ZRB  	N		1.76		3
1704005683	2023	2	ODN-ZRB  	N		1.98		6
1704005685	2023	1	TPP      	N		2.52		1
1704005690	2023	1	TPP      	N		3.53		1
1704005692	2023	1	TPP      	N		3.59		1
1704005694	2023	1	TPP      	N		10.19		1
1704005696	2023	1	TPP      	N		2.03		1
1704005698	2023	1	TPP      	N		4.41		1
1704005700	2023	1	TWP      	N		1.41		1
1704005708	2023	1	TPP      	N		4.9		1
1704005641	2023	1	TPP      	N		0.58		1
1704005643	2023	1	TWP      	N		5.15		1
1704005645	2023	1	TWP      	N		0.46		1
1704005648	2023	1	TWP      	N		0.57		1
1704005650	2023	1	TWP      	N		0.5		1
1704005652	2023	1	TPP      	N		1.63		1
1704005656	2023	1	TPP      	N		9.18		1
1704005658	2023	1	TPP      	N		1.66		1
1704005660	2023	1	IB       	N		2.38	95	1
1704005660	2023	1	AGROT    	N		2.38		2
1704005660	2023	1	ODN-ZRB  	N		2.38		3
1704005507	2023	1	TPP      	N		1.36		1
1704005511	2023	1	TPP      	N		0.73		1
1704005514	2023	1	TPP      	N		2.96		1
1704005516	2023	1	IB       	N		3.95	95	1
1704005516	2023	1	AGROT    	N		3.95		2
1704005516	2023	1	ODN-ZRB  	N		3.95		3
1704005518	2023	1	IIIAU    	N		2.16	95	1
1704005518	2023	1	AGROT    	N		1.51		2
1704005518	2023	1	ODN-ZŁOŻ 	N		1.51		3
1704005518	2023	1	CW       	N		0.65		4
1704005439	2023	1	TPP      	N		0.89		1
1704005442	2023	1	IB       	N		3.95	95	1
