arodes_int_num	a_year	density_cd	mixture_cd	standdensity_index	tree_stock_cd	st_rank_order_act	storey_cd
1704007282	2023	UM  	KĘP 	0.9	UM PRZ 	1	DRZEW   
1704007282	2023			0.2		2	PODSZ   
1704007285	2023	UM  	PAS 	0.9	UM PRZ 	1	DRZEW   
1704007287	2023	UM  	DKĘP	0.8	UM PRZ 	1	DRZEW   
1704007287	2023			0.3		2	PODSZ   
1704007287	2023					3	PRZES   
1704007291	2023	UM  	DKĘP	0.7	UM PRZ 	1	DRZEW   
1704007291	2023			0.5		2	PODSZ   
1704007294	2023	PRZ 	DKĘP	0.7	PRZ UM 	1	DRZEW   
1704007294	2023			0.2		2	PODR    
1704007294	2023			0.7		3	PODSZ   
1704007296	2023	UM  	GRP 	0.8	UM PRZ 	1	DRZEW   
1704007296	2023			0.8		2	PODSZ   
1704007299	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007299	2023			0.8		2	PODSZ   
1704007301	2023	UM  	KĘP 	0.7	UM DUŻE	1	DRZEW   
1704007301	2023			0.8		2	PODSZ   
1704007303	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007303	2023			0.5		2	PODSZ   
1704007309	2023	UM  	DKĘP	0.8	UM DUŻE	1	DRZEW   
1704007309	2023			0.8		2	PODSZ   
1704007311	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704007311	2023			0.8		2	PODSZ   
1704007313	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007313	2023			0.8		2	PODSZ   
1704007315	2023	UM  	KĘP 	1.0	UM PRZ 	1	DRZEW   
1704007315	2023			0.8		2	PODSZ   
1704007317	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007317	2023			0.9		2	PODSZ   
1704007322	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007322	2023			0.8		2	PODSZ   
1704007324	2023	UM  	DKĘP	0.6	UM PRZ 	1	DRZEW   
1704007324	2023			0.9		2	PODSZ   
1704007476	2023	PEŁ 	KĘP 	0.8	DUŻE   	1	DRZEW   
1704007476	2023			0.2		2	PODSZ   
1704007476	2023					3	PRZES   
1704007478	2023	UM  	GRP 	0.8	UM PRZ 	1	DRZEW   
1704007478	2023			0.8		2	PODSZ   
1704007480	2023	UM  	KĘP 	0.7	UM PRZ 	1	DRZEW   
1704007480	2023			0.8		2	PODSZ   
1704007480	2023					3	PRZES   
1704007484	2023			0.5		2	PODSZ   
1704007484	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007487	2023			0.4		2	PODSZ   
1704007487	2023	UM  		1.0	UM PRZ 	1	DRZEW   
1704007493	2023	UM  		0.6	UM PRZ 	1	DRZEW   
1704007493	2023			0.6		2	PODSZ   
1704007495	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007495	2023			0.4		2	PODSZ   
1704007502	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007502	2023			0.3		2	PODSZ   
1704007504	2023	PEŁ 	PAS 	0.9	DUŻE   	1	DRZEW   
1704007504	2023			0.2		2	PODSZ   
1704007504	2023					3	PRZES   
1704007506	2023			0.2		2	PODSZ   
1704007506	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007512	2023		KĘP 	1.0		1	DRZEW   
1704007512	2023			0.4		2	PODSZ   
1704007512	2023					3	PRZES   
1704007514	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007519	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007521	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007523	2023	PEŁ 	PAS 	0.9	DUŻE   	1	DRZEW   
1704007523	2023					2	PRZES   
1704007525	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007527	2023	PRZ 		0.9	PRZ UM 	1	DRZEW   
1704007527	2023			0.1		2	PODSZ   
1704007536	2023			0.3		2	PODSZ   
1704007536	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007538	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007541	2023			0.3		2	PODSZ   
1704007541	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007547	2023	UM  		0.7	UM DUŻE	1	DRZEW   
1704007374	2023	UM  	DKĘP	0.8	UM DUŻE	1	DRZEW   
1704007374	2023			0.8		2	PODSZ   
1704007379	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007379	2023			0.8		2	PODSZ   
1704007381	2023	PRZ 	DKĘP	0.7	PRZ UM 	1	DRZEW   
1704007381	2023			0.8		2	PODSZ   
1704007384	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007384	2023			0.9		2	PODSZ   
1704007386	2023	PRZ 	DKĘP	0.5	PRZ LUŹ	1	DRZEW   
1704007386	2023			0.8		2	PODSZ   
1704007388	2023	UM  		0.6	UM PRZ 	1	DRZEW   
1704007388	2023			0.5		2	PODSZ   
1704007390	2023	PEŁ 	PAS 	1.0	DUŻE   	1	DRZEW   
1704007390	2023					2	PRZES   
1704007392	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007392	2023			0.3		2	PODSZ   
1704007395	2023	LUŹ 	GRP 	0.6		1	DRZEW   
1704007395	2023			0.9		2	PODSZ   
1704007397	2023	LUŹ 		0.7		1	DRZEW   
1704007397	2023			0.9		2	PODSZ   
1704007399	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704007399	2023			0.9		2	PODSZ   
1704007554	2023			0.2		2	PODSZ   
1704007554	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007556	2023	PEŁ 	RZĘD	1.1	DUŻE   	1	DRZEW   
1704007567	2023					2	PRZES   
1704007567	2023	PEŁ 	RZĘD	0.9	DUŻE   	1	DRZEW   
1704007569	2023			0.1		2	PODSZ   
1704007569	2023	UM  	DKĘP	0.9	UM DUŻE	1	DRZEW   
1704007571	2023	PEŁ 	PAS 	1.0	DUŻE   	1	DRZEW   
1704007576	2023	PEŁ 	KĘP 	1.0	DUŻE   	1	DRZEW   
1704007576	2023			0.1		2	PODSZ   
1704007580	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007580	2023			0.9		2	PODSZ   
1704007587	2023			0.2		2	PODSZ   
1704007587	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007401	2023			0.8		2	PODSZ   
1704007403	2023	LUŹ 		0.6		1	DRZEW   
1704007589	2023			0.3		2	PODSZ   
1704007589	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007403	2023			0.9		2	PODSZ   
1704007406	2023	UM  		1.0	UM DUŻE	1	DRZEW   
1704007591	2023		RZĘD	1.0		1	DRZEW   
1704007591	2023					2	PRZES   
1704007599	2023	UM  		1.0	UM PRZ 	1	DRZEW   
1704007606	2023					2	PRZES   
1704007406	2023			0.8		2	PODSZ   
1704007606	2023	PEŁ 	KĘP 	0.8	DUŻE   	1	DRZEW   
1704007408	2023	PEŁ 		0.9	DUŻE   	1	DRZEW   
1704007608	2023	PEŁ 	PAS 	0.9	DUŻE   	1	DRZEW   
1704007608	2023					2	PRZES   
1704007612	2023	PRZ 		0.6	PRZ UM 	1	DRZEW   
1704007612	2023			0.7		2	PODSZ   
1704007627	2023			0.3		1	PODSZ   
1704007627	2023					2	PRZES   
1704007629	2023	PRZ 	JDN 	0.7	PRZ UM 	1	DRZEW   
1704007629	2023			0.8		2	PODSZ   
1704007631	2023	UM  		1.0	UM PRZ 	1	DRZEW   
1704007631	2023			0.7		2	PODSZ   
1704007701	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007701	2023			0.3		2	PODSZ   
1704007633	2023	PEŁ 	PAS 	1.0	DUŻE   	1	DRZEW   
1704007633	2023			0.6		2	PODSZ   
1704007633	2023					3	PRZES   
1704007408	2023			0.3		2	PODSZ   
1704007410	2023	PEŁ 	KĘP 	1.0	DUŻE   	1	DRZEW   
1704007635	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007703	2023	PRZ 		0.5	PRZ LUŹ	1	DRZEW   
1704007703	2023			0.6		2	PODSZ   
1704007642	2023			0.8		2	PODSZ   
1704007642	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007410	2023			0.2		2	PODSZ   
1704007708	2023			0.2		2	PODSZ   
1704007644	2023			0.2		2	PODSZ   
1704007644	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007708	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007410	2023					3	PRZES   
1704007412	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704007710	2023	PEŁ 	PAS 	1.0	DUŻE   	1	DRZEW   
1704007710	2023			0.2		2	PODSZ   
1704007710	2023					3	PRZES   
1704007647	2023			0.7		2	PODSZ   
1704007647	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007651	2023			0.8		2	PODSZ   
1704007651	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007712	2023			0.5		2	PODSZ   
1704007712	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007653	2023	PRZ 	GRP 	0.6	PRZ UM 	1	DRZEW   
1704007653	2023			0.7		2	PODSZ   
1704007412	2023			0.8		2	PODSZ   
1704007655	2023			0.3		2	PODSZ   
1704007655	2023	UM  	KĘP 	0.7	UM DUŻE	1	DRZEW   
1704007659	2023			0.4		2	PODSZ   
1704007659	2023	UM  		0.7	UM DUŻE	1	DRZEW   
1704007661	2023			0.7		2	PODSZ   
1704007661	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007668	2023			0.7		2	PODSZ   
1704007668	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007670	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704007670	2023			0.6		2	PODSZ   
1704007674	2023	PRZ 	WKĘP	0.8	PRZ UM 	1	DRZEW   
1704007674	2023			0.7		2	PODSZ   
1704007716	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007716	2023			0.6		2	PODSZ   
1704007679	2023			0.8		2	PODSZ   
1704007679	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007419	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007681	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704007681	2023			0.8		2	PODSZ   
1704007683	2023			0.7		2	PODSZ   
1704007683	2023	PRZ 		0.6	PRZ UM 	1	DRZEW   
1704007685	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704007685	2023			0.8		2	PODSZ   
1704007687	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704007687	2023			0.4		2	PODSZ   
1704007419	2023			0.5		2	PODSZ   
1704007421	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007690	2023		RZĘD	1.0		1	DRZEW   
1704007690	2023					2	PRZES   
1704007692	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007694	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007696	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704007696	2023			0.8		2	PODSZ   
1704007698	2023	PEŁ 	RZĘD	0.7	DUŻE   	1	DRZEW   
1704007698	2023			0.1		2	PODSZ   
1704007698	2023					3	PRZES   
1704007718	2023			0.8		2	PODSZ   
1704007718	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007421	2023			0.9		2	PODSZ   
1704007423	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007720	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007720	2023			0.7		2	PODSZ   
1704007722	2023			0.2		2	PODSZ   
1704007423	2023			0.7		2	PODSZ   
1704007722	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007426	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704007729	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007729	2023			0.4		2	PODSZ   
1704007426	2023			0.8		2	PODSZ   
1704007431	2023	UM  	KĘP 	0.7	UM DUŻE	1	DRZEW   
1704007731	2023	UM  		1.0	UM DUŻE	1	DRZEW   
1704007735	2023			0.1		2	PODSZ   
1704007735	2023					3	PRZES   
1704007735	2023	PEŁ 	PAS 	0.9	DUŻE   	1	DRZEW   
1704007738	2023			0.5		2	PODSZ   
1704007738	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007780	2023			0.2		2	PODSZ   
1704007780	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007740	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007431	2023			0.6		2	PODSZ   
1704007431	2023					3	PRZES   
1704007742	2023	UM  		1.0	UM DUŻE	1	DRZEW   
1704007783	2023					2	PRZES   
1704007783	2023	PEŁ 	RZĘD	1.0	DUŻE   	1	DRZEW   
1704007744	2023	UM  		1.0	UM PRZ 	1	DRZEW   
1704007744	2023			0.4		2	PODSZ   
1704007433	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007747	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007747	2023			0.1		2	PODSZ   
1704007785	2023			0.2		2	PODSZ   
1704007785	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007433	2023			0.3		2	PODSZ   
1704007793	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007793	2023			0.1		2	PODSZ   
1704007750	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007750	2023			0.3		2	PODSZ   
1704007437	2023	UM  	GRP 	1.0	UM DUŻE	1	DRZEW   
1704007755	2023	UM  		1.0	UM DUŻE	1	DRZEW   
1704007755	2023			0.1		2	PODSZ   
1704007795	2023	UM  		1.1	UM DUŻE	1	DRZEW   
1704007798	2023			0.3		2	PODSZ   
1704007798	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007757	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007757	2023			0.1		2	PODSZ   
1704007437	2023					2	PRZES   
1704007762	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007762	2023			0.4		2	PODSZ   
1704007854	2023	PEŁ 	PAS 	1.0	B DUŻE 	1	DRZEW   
1704007854	2023			0.3		2	PODSZ   
1704007854	2023					3	PRZES   
1704007800	2023	PEŁ 	KĘP 	1.0	DUŻE   	1	DRZEW   
1704007800	2023			0.1		2	PODSZ   
1704007800	2023					3	PRZES   
1704007802	2023	UM  	JDN 	0.9	UM DUŻE	1	DRZEW   
1704007766	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704007766	2023			0.3		2	PODSZ   
1704007770	2023			0.3		2	PODSZ   
1704007770	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007774	2023	UM  		1.1	UM DUŻE	1	DRZEW   
1704007774	2023			0.3		2	PODSZ   
1704007856	2023			0.7		2	PODSZ   
1704007856	2023	UM  	DKĘP	0.7	UM PRZ 	1	DRZEW   
1704007859	2023	UM  	RZĘD	0.9	UM DUŻE	1	DRZEW   
1704007859	2023			0.2		2	PODSZ   
1704007861	2023			0.3		2	PODSZ   
1704007861	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704007802	2023			0.2		2	PODSZ   
1704007804	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704007804	2023			0.4		2	PODSZ   
1704007806	2023	PRZ 		0.6	PRZ UM 	1	DRZEW   
1704007806	2023			0.6		2	PODSZ   
1704007808	2023			0.1		2	PODSZ   
1704007808	2023	UM  		1.0	UM DUŻE	1	DRZEW   
1704007863	2023			0.3		2	PODSZ   
1704007863	2023	UM  	GRP 	0.7	UM PRZ 	1	DRZEW   
1704007870	2023	UM  		0.5	UM PRZ 	1	DRZEW   
1704007874	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007881	2023	PEŁ 	PAS 	1.1	DUŻE   	1	DRZEW   
1704007881	2023					2	PRZES   
1704007883	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007883	2023			0.6		2	PODR    
1704007883	2023			0.3		3	PODSZ   
1704007813	2023	PRZ 	DKĘP	0.7	PRZ UM 	1	DRZEW   
1704007813	2023			0.9		2	PODSZ   
1704007815	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007815	2023			1.0		2	PODSZ   
1704007817	2023	UM  	KĘP 	0.7	UM PRZ 	1	DRZEW   
1704007817	2023			0.9		2	PODSZ   
1704007820	2023			0.1		2	PODSZ   
1704007820	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007822	2023	UM  	KĘP 	0.8	UM DUŻE	1	DRZEW   
1704007828	2023			0.2		2	PODSZ   
1704007828	2023	PEŁ 	PAS 	0.8	DUŻE   	1	DRZEW   
1704007831	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007831	2023			0.1		2	PODSZ   
1704007885	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007885	2023			0.2		2	PODSZ   
1704007896	2023	UM  	DKĘP	0.8	UM PRZ 	1	DRZEW   
1704007896	2023			0.8		2	PODSZ   
1704007441	2023	UM  	KĘP 	0.9	UM PRZ 	1	DRZEW   
1704007839	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007839	2023			0.4		2	PODSZ   
1704007841	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704007441	2023					2	PRZES   
1704007845	2023			0.6		2	PODSZ   
1704007845	2023					3	PRZES   
1704007845	2023	PEŁ 	KĘP 	1.0	DUŻE   	1	DRZEW   
1704007443	2023	UM  		0.7	UM DUŻE	1	DRZEW   
1704007848	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007848	2023			0.1		2	PODSZ   
1704007446	2023	PRZ 	JDN 	0.8	PRZ UM 	1	DRZEW   
1704007446	2023			0.9		2	PODSZ   
1704007448	2023	PRZ 	DKĘP	0.8	PRZ UM 	1	DRZEW   
1704007448	2023			0.8		2	PODSZ   
1704007450	2023	PEŁ 	KĘP 	1.0	DUŻE   	1	DRZEW   
1704007450	2023			0.1		2	PODSZ   
1704007452	2023	UM  	KĘP 	0.7	UM PRZ 	1	DRZEW   
1704007452	2023			0.8		2	PODSZ   
1704007454	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007454	2023			0.8		2	PODSZ   
1704007456	2023	PEŁ 	KĘP 	0.9	DUŻE   	1	DRZEW   
1704007456	2023			0.4		2	PODSZ   
1704007456	2023					3	PRZES   
1704007458	2023	UM  	KĘP 	0.9	UM PRZ 	1	DRZEW   
1704007458	2023			0.2		2	PODSZ   
1704007458	2023					3	PRZES   
1704007461	2023	PEŁ 	KĘP 	0.9	DUŻE   	1	DRZEW   
1704007461	2023			0.5		2	PODSZ   
1704007463	2023	UM  	GRP 	0.9	UM PRZ 	1	DRZEW   
1704007463	2023			0.3		2	PODSZ   
1704007465	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007465	2023			0.2		2	PODSZ   
1704007467	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007927	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007929	2023			0.2		2	PODSZ   
1704007467	2023			0.1		2	PODSZ   
1704007929	2023					3	PRZES   
1704007929	2023	PEŁ 	GRP 	0.8	DUŻE   	1	DRZEW   
1704007472	2023	UM  	KĘP 	1.1	UM PRZ 	1	DRZEW   
1704007931	2023	PEŁ 	RZĘD	0.9	DUŻE   	1	DRZEW   
1704007931	2023					2	PRZES   
1704007472	2023			0.4		2	PODSZ   
1704007472	2023					3	PRZES   
1704007934	2023			0.3		2	PODSZ   
1704007909	2023			0.1		2	PODSZ   
1704007909	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704008079	2023					2	PRZES   
1704007911	2023			0.1		2	PODSZ   
1704007911	2023	UM  	GRP 	0.9	UM PRZ 	1	DRZEW   
1704007913	2023	UM  	GRP 	0.9	UM PRZ 	1	DRZEW   
1704007913	2023			0.2		2	PODSZ   
1704007915	2023	UM  	KĘP 	0.9	UM DUŻE	1	DRZEW   
1704007915	2023					2	PRZES   
1704007920	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007920	2023			0.3		2	PODR    
1704007920	2023			0.2		3	PODSZ   
1704007925	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007925	2023			0.2		3	PODSZ   
1704007925	2023			0.8		2	PODR    
1704008151	2023			0.8		2	PODSZ   
1704008151	2023	UM  	GRP 	0.8	UM PRZ 	1	DRZEW   
1704008004	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704008004	2023			0.3		2	PODSZ   
1704008006	2023			0.1		2	PODSZ   
1704008006	2023					3	PRZES   
1704008006	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704008008	2023	UM  	RZĘD	0.9	UM DUŻE	1	DRZEW   
1704008008	2023			0.8		2	PODR    
1704008008	2023			0.1		3	PODSZ   
1704008013	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704008013	2023			0.8		2	PODSZ   
1704008017	2023			0.7		2	PODSZ   
1704008017	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704008021	2023					2	PRZES   
1704008021	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704008023	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704008023	2023			0.4		2	PODSZ   
1704008028	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704008028	2023			0.5		2	PODSZ   
1704008030	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704008030	2023			0.2		2	PODR    
1704008030	2023			0.7		3	PODSZ   
1704008036	2023	UM  	DKĘP	0.8	UM PRZ 	1	DRZEW   
1704008036	2023			0.6		2	PODSZ   
1704008039	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704008039	2023			0.2		2	PODSZ   
1704008041	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704008041	2023			0.5		2	PODSZ   
1704008043	2023					2	PRZES   
1704008043	2023	PEŁ 	GRP 	0.9	DUŻE   	1	DRZEW   
1704008045	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704008045	2023			0.1		2	PODSZ   
1704008047	2023	UM  	JDN 	0.8	UM PRZ 	1	DRZEW   
1704008047	2023			0.8		2	PODSZ   
1704008051	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704008051	2023			0.9		2	PODSZ   
1704008054	2023	UM  	KĘP 	0.9	UM DUŻE	1	DRZEW   
1704008054	2023			0.5		2	PODSZ   
1704008054	2023					3	PRZES   
1704008062	2023			0.5		2	PODSZ   
1704008062	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704008064	2023	PEŁ 	DKĘP	0.8	DUŻE   	1	DRZEW   
1704008064	2023			0.3		2	PODSZ   
1704008064	2023					3	PRZES   
1704008066	2023	PEŁ 	RZĘD	0.9	DUŻE   	1	DRZEW   
1704008066	2023			0.3		2	PODSZ   
1704008066	2023					3	PRZES   
1704008073	2023			0.1		2	PODSZ   
1704008073	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704008075	2023	PEŁ 	DKĘP	1.0	DUŻE   	1	DRZEW   
1704008075	2023					2	PRZES   
1704007934	2023	UM  	RZĘD	0.9	UM PRZ 	1	DRZEW   
1704007936	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007936	2023			0.4		2	PODSZ   
1704007938	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007938	2023			0.1		2	PODSZ   
1704007940	2023	PEŁ 	PAS 	1.0	DUŻE   	1	DRZEW   
1704007940	2023					2	PRZES   
1704007942	2023	UM  	RZĘD	0.9	UM DUŻE	1	DRZEW   
1704007945	2023			0.4		2	PODSZ   
1704007945	2023	UM  	GRP 	0.8	UM PRZ 	1	DRZEW   
1704007947	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704007947	2023			0.5		2	PODSZ   
1704007949	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007949	2023			0.5		2	PODSZ   
1704007955	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007955	2023			0.2		2	PODSZ   
1704007957	2023			0.3		2	PODSZ   
1704007957	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007959	2023		KĘP 	1.0		1	DRZEW   
1704007959	2023			0.3		2	PODSZ   
1704007961	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704007963	2023	PRZ 		1.0	PRZ UM 	1	DRZEW   
1704007963	2023			0.7		2	PODR    
1704007963	2023			0.3		3	PODSZ   
1704007968	2023			0.2		2	PODSZ   
1704007968	2023	UM  		1.0	UM DUŻE	1	DRZEW   
1704007970	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704007970	2023			0.2		2	PODSZ   
1704007972	2023	UM  	RZĘD	0.9	UM DUŻE	1	DRZEW   
1704007972	2023			0.1		2	PODSZ   
1704007974	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007974	2023			0.6		2	PODSZ   
1704007976	2023	PEŁ 	PAS 	1.0	DUŻE   	1	DRZEW   
1704007976	2023					2	PRZES   
1704007978	2023	UM  	WKĘP	1.0	UM PRZ 	1	DRZEW   
1704007978	2023			0.7		2	PODSZ   
1704007981	2023	UM  		1.0	UM PRZ 	1	DRZEW   
1704007981	2023			0.3		2	PODSZ   
1704007983	2023			0.4		2	PODSZ   
1704007983	2023					3	PRZES   
1704007983	2023	PEŁ 	KĘP 	0.9	DUŻE   	1	DRZEW   
1704007985	2023			0.2		2	PODSZ   
1704007985	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007987	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704007987	2023			0.9		2	PODSZ   
1704007989	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704007991	2023	UM  	GRP 	0.9	UM DUŻE	1	DRZEW   
1704007993	2023	PEŁ 	KĘP 	1.3	DUŻE   	1	DRZEW   
1704007993	2023			0.1		2	PODSZ   
1704007995	2023					2	PRZES   
1704007995	2023	PEŁ 	DKĘP	1.0	DUŻE   	1	DRZEW   
1704008227	2023			0.3		2	PODSZ   
1704008227	2023					3	PRZES   
1704008227	2023	PEŁ 	DKĘP	0.9	DUŻE   	1	DRZEW   
1704008229	2023			0.5		1	PODSZ   
1704008229	2023					2	PRZES   
1704008232	2023	UM  		1.0	UM DUŻE	1	DRZEW   
1704008234	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704008236	2023	PEŁ 	DKĘP	1.0	DUŻE   	1	DRZEW   
1704008236	2023					2	PRZES   
1704008153	2023	PEŁ 	DKĘP	0.9	DUŻE   	1	DRZEW   
1704008153	2023			0.3		2	PODSZ   
1704008153	2023					3	PRZES   
1704008155	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704008155	2023			0.9		2	PODSZ   
1704008157	2023	PRZ 		0.6	PRZ UM 	1	DRZEW   
1704008157	2023			0.9		2	PODSZ   
1704008168	2023					1	PRZES   
1704008183	2023			0.1		2	PODSZ   
1704008183	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704008188	2023			0.3		2	PODSZ   
1704008188	2023					3	PRZES   
1704008188	2023	PEŁ 	RZĘD	1.0	DUŻE   	1	DRZEW   
1704008303	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704008238	2023			0.3		2	PODSZ   
1704008238	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704008244	2023	PEŁ 	DKĘP	0.7	DUŻE   	1	DRZEW   
1704008244	2023			0.3		2	PODSZ   
1704008244	2023					3	PRZES   
1704008246	2023	UM  	DKĘP	1.0	UM DUŻE	1	DRZEW   
1704008246	2023			0.4		2	PODSZ   
1704008246	2023					3	PRZES   
1704008248	2023			0.2		2	PODSZ   
1704008248	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704008192	2023			0.6		2	PODSZ   
1704008192	2023					3	PRZES   
1704008192	2023	UM  	DKĘP	0.8	UM DUŻE	1	DRZEW   
1704008303	2023			0.9		2	PODSZ   
1704008305	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704008305	2023			0.9		2	PODSZ   
1704008307	2023			0.9		2	PODSZ   
