arodes_int_num	a_year	density_cd	mixture_cd	standdensity_index	tree_stock_cd	st_rank_order_act	storey_cd
1704002447	2023			0.3		2	PODR    
1704002447	2023			0.7		3	PODSZ   
1704002449	2023	PEŁ 		1.1	B DUŻE 	1	DRZEW   
1704002449	2023			0.3		2	PODSZ   
1704002451	2023			0.4		2	PODSZ   
1704002451	2023					3	PRZES   
1704002451	2023	UM  	KĘP 	0.6	UM PRZ 	1	DRZEW   
1704002454	2023	PRZ 	DKĘP	1.0	PRZ UM 	1	DRZEW   
1704002454	2023			0.6		2	PODSZ   
1704002454	2023					3	PRZES   
1704002460	2023		KĘP 	1.0		1	DRZEW   
1704002460	2023					2	PRZES   
1704002462	2023		KĘP 	1.0		1	DRZEW   
1704002462	2023					2	PRZES   
1704002464	2023			0.7		2	PODSZ   
1704002464	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704002466	2023		DKĘP	1.0		1	DRZEW   
1704002466	2023			0.7		2	PODSZ   
1704002466	2023					3	PRZES   
1704002470	2023	PRZ 	GRP 	0.6	PRZ UM 	1	DRZEW   
1704002470	2023			0.7		2	PODSZ   
1704002329	2023			0.7		2	PODSZ   
1704002329	2023	PRZ 		0.7	PRZ LUŹ	1	DRZEW   
1704002331	2023	PEŁ 	DKĘP	1.0	DUŻE   	1	DRZEW   
1704002331	2023			0.2		2	PODSZ   
1704002331	2023					3	PRZES   
1704002342	2023	PRZ 	GRP 	0.3	PRZ UM 	1	DRZEW   
1704002424	2023	PRZ 		0.6	PRZ UM 	1	IP      
1704002424	2023	PRZ 	GRP 	0.2	PRZ UM 	2	IIP     
1704002424	2023			0.3		3	PODSZ   
1704002428	2023	PRZ 	KĘP 	0.6	PRZ UM 	1	IP      
1704002428	2023	PRZ 	GRP 	0.5	PRZ UM 	2	IIP     
1704002428	2023			0.3		3	PODR    
1704002428	2023			0.3		4	PODSZ   
1704002430	2023	UM  	DKĘP	0.9	UM DUŻE	1	DRZEW   
1704002430	2023			0.4		2	PODSZ   
1704002472	2023	PRZ 	GRP 	0.4	PRZ LUŹ	1	IP      
1704002472	2023	PRZ 		0.2	PRZ UM 	2	IIP     
1704002472	2023			0.6		3	PODR    
1704002472	2023			0.7		4	PODSZ   
1704002476	2023	PEŁ 		0.8	DUŻE   	1	DRZEW   
1704002476	2023			0.3		2	PODSZ   
1704002476	2023					3	PRZES   
1704002478	2023	PRZ 	GRP 	0.6	PRZ LUŹ	1	IP      
1704002478	2023	PRZ 		0.3	PRZ UM 	2	IIP     
1704002478	2023			0.6		3	PODSZ   
1704002513	2023	PRZ 	GRP 	0.9	PRZ UM 	1	DRZEW   
1704002513	2023			0.7		2	PODSZ   
1704002342	2023			0.7		2	PODR    
1704002342	2023			0.3		3	PODSZ   
1704002348	2023			0.7		2	PODSZ   
1704002348	2023	PRZ 	JDN 	0.8	PRZ UM 	1	DRZEW   
1704002481	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704002481	2023			0.8		2	PODSZ   
1704002199	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704002483	2023	PRZ 	GRP 	0.9	PRZ UM 	1	DRZEW   
1704002483	2023			0.2		2	PODR    
1704002483	2023			0.6		3	PODSZ   
1704002517	2023		DKĘP	1.0		1	DRZEW   
1704002517	2023			0.7		2	PODSZ   
1704002519	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704002519	2023			0.9		2	PODSZ   
1704002523	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704002523	2023			0.4		2	PODSZ   
1704002593	2023	PRZ 		0.7	PRZ LUŹ	1	DRZEW   
1704002593	2023			0.5		2	PODSZ   
1704002485	2023	UM  	KĘP 	0.8	UM PRZ 	1	DRZEW   
1704002485	2023			0.7		2	PODSZ   
1704002487	2023	PRZ 	GRP 	0.3	PRZ LUŹ	1	DRZEW   
1704002487	2023			0.3		2	PODR    
1704002487	2023			0.3		3	PODS    
1704002487	2023			0.5		4	PODSZ   
1704002489	2023			0.7		2	PODSZ   
1704002489	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704002525	2023	PRZ 	KĘP 	0.8	PRZ UM 	1	DRZEW   
1704002525	2023			0.7		2	PODSZ   
1704002527	2023	PRZ 		0.9	PRZ UM 	1	DRZEW   
1704002527	2023			0.5		2	PODSZ   
1704002595	2023			0.3		2	PODSZ   
1704002595	2023	PEŁ 	RZĘD	0.8	B DUŻE 	1	DRZEW   
1704002597	2023	PEŁ 	KĘP 	0.8	B DUŻE 	1	DRZEW   
1704002597	2023			0.4		2	PODSZ   
1704002599	2023	PEŁ 	KĘP 	0.8	B DUŻE 	1	DRZEW   
1704002599	2023			0.4		2	PODSZ   
1704002199	2023			0.2		2	PODR    
1704002199	2023			0.3		3	PODS    
1704002491	2023			0.7		2	PODSZ   
1704002491	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704002199	2023			0.7		4	PODSZ   
1704002201	2023	UM  	KĘP 	0.6	UM PRZ 	1	DRZEW   
1704002493	2023			0.6		2	PODSZ   
1704002493	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704002529	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704002529	2023			0.6		2	PODSZ   
1704002601	2023	PEŁ 	KĘP 	0.9	B DUŻE 	1	DRZEW   
1704002601	2023			0.4		2	PODSZ   
1704002608	2023	PEŁ 	KĘP 	0.9	B DUŻE 	1	DRZEW   
1704002608	2023			0.5		2	PODSZ   
1704002531	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704002531	2023			0.7		2	PODSZ   
1704002201	2023			0.2		2	PODR    
1704002201	2023			0.8		3	PODSZ   
1704002203	2023		KĘP 	1.0		1	DRZEW   
1704002533	2023			0.6		2	PODSZ   
1704002533	2023	PRZ 	GRP 	0.9	PRZ UM 	1	DRZEW   
1704002203	2023			0.4		2	PODSZ   
1704002536	2023	UM  	KĘP 	1.1	UM PRZ 	1	DRZEW   
1704002203	2023					3	PRZES   
1704002205	2023	UM  		0.9	UM DUŻE	1	DRZEW   
1704002536	2023			0.5		2	PODSZ   
1704002536	2023					3	PRZES   
1704002205	2023			0.5		2	PODSZ   
1704002538	2023			0.2		3	PODSZ   
1704002538	2023	PRZ 	GRP 	0.6	PRZ LUŹ	1	IP      
1704002538	2023	PRZ 		0.4	PRZ UM 	2	IIP     
1704002210	2023	UM  	GRP 	0.9	UM PRZ 	1	DRZEW   
1704002540	2023			0.4		2	PODSZ   
1704002540	2023	UM  	GRP 	0.7	UM PRZ 	1	DRZEW   
1704002210	2023			0.6		2	PODSZ   
1704002212	2023			0.5		2	PODSZ   
1704002542	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704002542	2023			0.8		2	PODSZ   
1704002544	2023			0.8		2	PODSZ   
1704002544	2023	UM  	KĘP 	0.9	UM PRZ 	1	DRZEW   
1704002546	2023	PRZ 		0.4	PRZ LUŹ	1	DRZEW   
1704002546	2023			0.3		2	PODR    
1704002546	2023			0.6		3	PODSZ   
1704002550	2023			0.5		2	PODSZ   
1704002550	2023	PRZ 	GRP 	0.6	PRZ LUŹ	1	DRZEW   
1704002496	2023					2	PRZES   
1704002496	2023	PEŁ 	DKĘP	1.0	B DUŻE 	1	DRZEW   
1704002500	2023	PRZ 	DKĘP	0.8	PRZ UM 	1	DRZEW   
1704002500	2023			0.6		2	PODSZ   
1704002212	2023	UM  		0.6	UM PRZ 	1	DRZEW   
1704002214	2023			0.8		2	PODSZ   
1704002214	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704002216	2023	PRZ 	KĘP 	0.7	PRZ UM 	1	DRZEW   
1704002216	2023			0.5		2	PODSZ   
1704002218	2023			0.3		2	PODSZ   
1704002218	2023	PEŁ 	GRP 	0.9	B DUŻE 	1	DRZEW   
1704002220	2023		KĘP 	1.0		1	DRZEW   
1704002554	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704002554	2023			0.4		2	PODSZ   
1704002220	2023			0.2		2	PODSZ   
1704002220	2023					3	PRZES   
1704002502	2023			0.7		2	PODSZ   
1704002223	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704002502	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704002561	2023	PEŁ 	KĘP 	1.0	B DUŻE 	1	DRZEW   
1704002561	2023			0.4		2	PODSZ   
1704002561	2023					3	PRZES   
1704002563	2023			0.8		2	PODSZ   
1704002563	2023	PRZ 	GRP 	0.7	PRZ LUŹ	1	DRZEW   
1704002565	2023	PRZ 	GRP 	0.7	PRZ UM 	1	IP      
1704002565	2023	PRZ 		0.3	PRZ UM 	2	IIP     
1704002565	2023			0.3		3	PODS    
1704002565	2023			0.4		4	PODSZ   
1704002504	2023	PRZ 	GRP 	0.6	PRZ LUŹ	1	DRZEW   
1704002504	2023			0.3		2	PODR    
1704002504	2023			0.4		3	PODSZ   
1704002506	2023			0.7		2	PODSZ   
1704002506	2023	PRZ 		0.6	PRZ LUŹ	1	DRZEW   
1704002567	2023	PRZ 		0.7	PRZ UM 	1	IP      
1704002567	2023	PRZ 		0.2	PRZ UM 	2	IIP     
1704002567	2023			0.5		3	PODSZ   
1704002223	2023			0.7		2	PODSZ   
1704002225	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704002576	2023	PEŁ 	KĘP 	1.1	B DUŻE 	1	DRZEW   
1704002576	2023			0.4		2	PODSZ   
1704002576	2023					3	PRZES   
1704002578	2023	PEŁ 	KĘP 	1.1	DUŻE   	1	DRZEW   
1704002578	2023			0.4		2	PODSZ   
1704002578	2023					3	PRZES   
1704002225	2023			0.8		2	PODSZ   
1704002582	2023			0.1		3	PODSZ   
1704002582	2023	PRZ 		0.4	PRZ UM 	2	IIP     
1704002582	2023	PRZ 	GRP 	0.7	PRZ UM 	1	IP      
1704002227	2023		KĘP 	0.9		1	DRZEW   
1704002584	2023	PEŁ 	KĘP 	1.0	DUŻE   	1	DRZEW   
1704002584	2023			0.6		2	PODSZ   
1704002227	2023			0.2		2	PODSZ   
1704002227	2023					3	PRZES   
1704002589	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704002229	2023			0.4		2	PODSZ   
1704002229	2023					3	PRZES   
1704002229	2023	PEŁ 	KĘP 	1.0	DUŻE   	1	DRZEW   
1704002589	2023			0.7		2	PODSZ   
1704002591	2023			0.3		2	PODSZ   
1704002591	2023	PEŁ 	GRP 	1.0	B DUŻE 	1	DRZEW   
1704002234	2023	PRZ 	GRP 	0.6	PRZ UM 	1	DRZEW   
1704002234	2023			0.3		2	PODS    
1704002234	2023			0.7		3	PODSZ   
1704002236	2023	PRZ 	GRP 	0.6	PRZ LUŹ	1	IP      
1704002236	2023	PRZ 		0.2	PRZ LUŹ	2	IIP     
1704002236	2023			0.3		3	PODS    
1704002236	2023			0.7		4	PODSZ   
1704002236	2023					5	PRZES   
1704002238	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704002238	2023			0.3		2	PODS    
1704002238	2023			0.7		3	PODSZ   
1704002240	2023	PEŁ 	KĘP 	1.0	DUŻE   	1	DRZEW   
1704002240	2023			0.3		2	PODSZ   
1704002243	2023	PRZ 	GRP 	0.3	PRZ LUŹ	2	IIP     
1704002243	2023			0.5		3	PODSZ   
1704002243	2023					4	PRZES   
1704002243	2023	PRZ 	JDN 	0.5	PRZ LUŹ	1	IP      
1704002245	2023			0.4		2	PODSZ   
1704002245	2023					3	PRZES   
1704002245	2023	PEŁ 	KĘP 	0.8	B DUŻE 	1	DRZEW   
1704002247	2023			0.2		2	PODSZ   
1704002247	2023					3	PRZES   
1704002247	2023	PEŁ 		0.9	B DUŻE 	1	DRZEW   
1704002249	2023	PRZ 	DKĘP	0.5	PRZ LUŹ	1	DRZEW   
1704002249	2023			0.7		2	PODSZ   
1704002251	2023		KĘP 	0.6		1	DRZEW   
1704002251	2023			0.3		2	PODSZ   
1704002251	2023					3	PRZES   
1704002253	2023			0.6		3	PODSZ   
1704002827	2023	PEŁ 	GRP 	1.0	B DUŻE 	1	DRZEW   
1704002827	2023			0.6		2	PODSZ   
1704002827	2023					3	PRZES   
1704002253	2023	PRZ 	GRP 	0.7	PRZ UM 	1	IP      
1704002253	2023	PRZ 	GRP 	0.2	PRZ LUŹ	2	IIP     
1704002829	2023	PEŁ 	DKĘP	1.1	DUŻE   	1	DRZEW   
1704002829	2023			0.4		2	PODSZ   
1704002829	2023					3	PRZES   
1704002255	2023			0.3		2	PODSZ   
1704002255	2023					3	PRZES   
1704002255	2023	PEŁ 	DKĘP	0.7	B DUŻE 	1	DRZEW   
1704002831	2023	PRZ 	DKĘP	1.0	PRZ UM 	1	DRZEW   
1704002831	2023			0.3		2	PODSZ   
1704002831	2023					3	PRZES   
1704002258	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704002833	2023	UM  	GRP 	0.9	UM DUŻE	1	DRZEW   
1704002833	2023			0.8		2	PODSZ   
1704002835	2023	PEŁ 	GRP 	0.8	B DUŻE 	1	DRZEW   
1704002835	2023			0.4		2	PODSZ   
1704002835	2023					3	PRZES   
1704002838	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704002838	2023			0.6		2	PODSZ   
1704002840	2023			0.4		2	PODSZ   
1704002840	2023	UM  	GRP 	1.1	UM DUŻE	1	DRZEW   
1704002842	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704002842	2023			0.5		2	PODSZ   
1704002844	2023	UM  	DKĘP	0.8	UM DUŻE	1	DRZEW   
1704002844	2023			0.4		2	PODSZ   
1704002844	2023					3	PRZES   
1704002846	2023	UM  	DKĘP	0.6	UM PRZ 	1	DRZEW   
1704002846	2023			0.4		2	PODSZ   
1704002848	2023	PRZ 	GRP 	0.7	PRZ LUŹ	1	IP      
1704002848	2023	PRZ 	JDN 	0.3	PRZ UM 	2	IIP     
1704002848	2023			0.5		3	PODSZ   
1704002850	2023	PEŁ 	KĘP 	1.2	B DUŻE 	1	DRZEW   
1704002850	2023			0.8		2	PODSZ   
1704002852	2023	LUŹ 		0.5		1	IP      
1704002852	2023	PRZ 	GRP 	0.3	PRZ UM 	2	IIP     
1704002852	2023			0.3		3	PODR    
1704002852	2023			0.2		4	PODSZ   
1704002258	2023			0.7		2	PODSZ   
1704002258	2023					3	PRZES   
1704002260	2023	PRZ 	GRP 	0.6	PRZ UM 	1	DRZEW   
1704002857	2023	PRZ 	GRP 	0.7	PRZ UM 	1	IP      
1704002857	2023	PRZ 	GRP 	0.4	PRZ UM 	2	IIP     
1704002857	2023			0.3		3	PODR    
1704002857	2023			0.6		4	PODSZ   
1704002260	2023			0.8		2	PODSZ   
1704002859	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704002859	2023			0.7		2	PODSZ   
1704002262	2023	UM  	DKĘP	0.8	UM DUŻE	1	DRZEW   
1704002861	2023	PRZ 	GRP 	0.8	PRZ UM 	1	IP      
1704002861	2023	PRZ 	GRP 	0.3	PRZ LUŹ	2	IIP     
1704002861	2023			0.7		3	PODSZ   
1704002262	2023			0.6		2	PODSZ   
1704002863	2023	PRZ 		0.8	PRZ UM 	1	IP      
1704002863	2023	PRZ 	GRP 	0.3	PRZ LUŹ	2	IIP     
1704002863	2023			0.4		3	PODSZ   
1704002865	2023	PRZ 	GRP 	0.7	PRZ UM 	1	IP      
1704002865	2023	PRZ 		0.2	PRZ UM 	2	IIP     
1704002865	2023			0.5		3	PODSZ   
1704002262	2023					3	PRZES   
1704002867	2023	PRZ 		0.7	PRZ UM 	1	IP      
1704002867	2023	PRZ 	GRP 	0.3	PRZ LUŹ	2	IIP     
1704002867	2023			0.5		3	PODSZ   
1704002266	2023	UM  	KĘP 	1.3	UM DUŻE	1	DRZEW   
1704002266	2023			0.3		2	PODSZ   
1704002266	2023					3	PRZES   
1704002906	2023					3	PRZES   
1704002869	2023	PRZ 	GRP 	0.7	PRZ UM 	1	IP      
1704002869	2023	PRZ 		0.3	PRZ UM 	2	IIP     
1704002869	2023			0.6		3	PODSZ   
1704002871	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704002871	2023			0.3		2	PODRII  
1704002871	2023			0.8		3	PODSZ   
1704002873	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704002873	2023			0.8		2	PODSZ   
1704002876	2023	PRZ 	GRP 	0.8	PRZ UM 	1	IP      
1704002876	2023	PRZ 	GRP 	0.2	PRZ LUŹ	2	IIP     
1704002876	2023			0.6		3	PODSZ   
1704002878	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704002878	2023			0.8		2	PODSZ   
1704002880	2023	PRZ 	GRP 	0.7	PRZ UM 	1	IP      
1704002880	2023	PRZ 		0.2	PRZ LUŹ	2	IIP     
1704002880	2023			0.7		3	PODSZ   
1704002882	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704002882	2023			0.8		2	PODSZ   
1704002884	2023	PRZ 		0.7	PRZ UM 	1	IP      
1704002884	2023	PRZ 		0.4	PRZ UM 	2	IIP     
1704002884	2023			0.3		3	PODSZ   
1704002886	2023	PRZ 		0.2	PRZ LUŹ	1	IP      
1704002886	2023	PRZ 	GRP 	0.1	PRZ LUŹ	2	IIP     
1704002886	2023			0.8		3	PODR    
1704002886	2023			0.6		4	PODSZ   
1704002906	2023			0.2		2	PODSZ   
1704002888	2023	PRZ 		0.4	PRZ LUŹ	1	IP      
1704002888	2023	PRZ 	GRP 	0.1	PRZ LUŹ	2	IIP     
1704002888	2023			0.7		3	PODR    
1704002888	2023			0.6		4	PODSZ   
1704002906	2023	PEŁ 	DKĘP	0.9	B DUŻE 	1	DRZEW   
1704002909	2023	PRZ 		0.8	PRZ UM 	1	IP      
1704002893	2023	UM  		0.5	UM PRZ 	1	DRZEW   
1704002893	2023			0.8		2	PODSZ   
1704002909	2023	PRZ 	JDN 	0.3	PRZ UM 	2	IIP     
1704002909	2023			0.3		3	PODS    
1704002909	2023			0.3		4	PODSZ   
1704002911	2023	PRZ 	DKĘP	0.8	PRZ UM 	1	IP      
1704002911	2023	PRZ 		0.3	PRZ UM 	2	IIP     
1704002911	2023			0.3		3	PODS    
1704002911	2023			0.6		4	PODSZ   
1704002913	2023	PEŁ 	DKĘP	0.9	B DUŻE 	1	DRZEW   
1704002913	2023			0.4		2	PODSZ   
1704002915	2023	PRZ 		0.3	PRZ LUŹ	1	IP      
1704002895	2023	PRZ 		0.8	PRZ LUŹ	1	IP      
1704002895	2023	PRZ 	GRP 	0.2	PRZ LUŹ	2	IIP     
1704002895	2023			0.8		3	PODSZ   
1704002915	2023	PRZ 	JDN 	0.2	PRZ LUŹ	2	IIP     
1704002915	2023			0.3		3	PODR    
1704002915	2023			0.3		4	PODS    
1704002899	2023	PRZ 	GRP 	0.8	PRZ LUŹ	1	DRZEW   
1704002899	2023			0.2		2	PODRII  
1704002899	2023			0.7		3	PODSZ   
1704002610	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704002610	2023			0.3		2	PODSZ   
1704002915	2023			0.6		5	PODSZ   
1704002918	2023	PRZ 	DKĘP	0.7	PRZ UM 	1	DRZEW   
1704002616	2023			0.3		1	PODSZ   
1704002616	2023					2	PRZES   
1704002918	2023			0.6		2	PODSZ   
1704002619	2023	UM  	GRP 	0.8	UM PRZ 	1	DRZEW   
1704002619	2023			0.6		2	PODSZ   
1704002621	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704002621	2023			0.7		2	PODSZ   
1704002623	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704002623	2023			0.6		2	PODSZ   
1704002625	2023	PRZ 		0.9	PRZ UM 	1	DRZEW   
1704002625	2023			0.4		2	PODSZ   
1704002627	2023			0.4		2	PODSZ   
1704002627	2023	PRZ 		0.6	PRZ UM 	1	DRZEW   
1704002632	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704002632	2023			0.1		2	NAL     
1704002632	2023			0.6		3	PODSZ   
1704002638	2023	LUŹ 		0.4		1	DRZEW   
1704002638	2023			0.2		2	NAL     
1704002638	2023			0.5		3	PODSZ   
1704002640	2023	PEŁ 	KĘP 	1.2	B DUŻE 	1	DRZEW   
1704002640	2023			0.5		2	PODSZ   
1704002640	2023					3	PRZES   
1704002643	2023	UM  	KĘP 	0.9	UM DUŻE	1	DRZEW   
1704002643	2023			0.7		2	PODSZ   
1704002643	2023					3	PRZES   
1704002645	2023			0.5		2	PODSZ   
1704002645	2023	UM  	KĘP 	0.8	UM DUŻE	1	DRZEW   
1704002647	2023	UM  	GRP 	0.7	UM PRZ 	1	DRZEW   
1704002647	2023			0.3		2	PODR    
1704002647	2023			0.6		3	PODSZ   
1704002651	2023	PRZ 	DKĘP	0.7	PRZ UM 	1	DRZEW   
1704002651	2023			0.9		2	PODSZ   
1704002653	2023	PRZ 	DKĘP	0.6	PRZ UM 	1	DRZEW   
1704002653	2023			0.8		2	PODSZ   
1704002655	2023	PEŁ 	KĘP 	0.9	B DUŻE 	1	DRZEW   
1704002655	2023			0.5		2	PODSZ   
1704002655	2023					3	PRZES   
1704002660	2023	UM  	DKĘP	0.6	UM PRZ 	1	IP      
1704002660	2023	PRZ 		0.3	PRZ LUŹ	2	IIP     
1704002660	2023			0.6		3	PODSZ   
1704002662	2023			0.5		2	PODSZ   
1704002662	2023	UM  	GRP 	0.7	UM PRZ 	1	DRZEW   
1704002664	2023			0.9		2	PODSZ   
1704002664	2023	UM  	KĘP 	0.9	UM DUŻE	1	DRZEW   
1704002666	2023	UM  	GRP 	0.6	UM PRZ 	1	IP      
1704002666	2023	PRZ 		0.2	PRZ LUŹ	2	IIP     
1704002666	2023			0.8		3	PODSZ   
1704002668	2023			0.7		2	PODSZ   
1704002668	2023					3	PRZES   
1704002668	2023	UM  	KĘP 	0.8	UM PRZ 	1	DRZEW   
1704002673	2023			0.8		2	PODSZ   
1704002673	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704002752	2023	PRZ 		0.7	PRZ LUŹ	1	IP      
1704002752	2023	PRZ 	KĘP 	0.3	PRZ UM 	2	IIP     
1704002752	2023			0.3		3	PODR    
1704002752	2023			0.5		4	PODSZ   
1704002754	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704002754	2023			0.3		2	PODR    
1704002754	2023			0.7		3	PODSZ   
1704002756	2023	PEŁ 	DKĘP	0.9	B DUŻE 	1	DRZEW   
1704002756	2023			0.5		2	PODSZ   
1704002756	2023					3	PRZES   
1704002759	2023	PRZ 	GRP 	0.8	PRZ UM 	1	IP      
1704002759	2023	PRZ 	JDN 	0.4	PRZ UM 	2	IIP     
1704002759	2023			0.5		3	PODSZ   
1704002761	2023	PRZ 	GRP 	0.7	PRZ LUŹ	1	IP      
1704002761	2023			0.5		3	PODSZ   
1704002761	2023	PRZ 	GRP 	0.2	PRZ LUŹ	2	IIP     
1704002763	2023	PRZ 		0.7	PRZ LUŹ	1	IP      
1704002763	2023	PRZ 	GRP 	0.4	PRZ UM 	2	IIP     
1704002763	2023			0.2		3	PODSZ   
1704002766	2023	PRZ 	GRP 	0.7	PRZ UM 	1	IP      
1704002766	2023	PRZ 	JDN 	0.3	PRZ LUŹ	2	IIP     
1704002766	2023			0.5		3	PODSZ   
1704002768	2023			0.7		2	PODSZ   
1704002768	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704002770	2023	PRZ 	GRP 	0.8	PRZ UM 	1	IP      
1704002770	2023	PRZ 	GRP 	0.3	PRZ UM 	2	IIP     
1704002770	2023			0.3		3	PODR    
1704002770	2023			0.7		4	PODSZ   
1704002772	2023	PRZ 		0.6	PRZ UM 	1	IP      
1704002772	2023	PRZ 	GRP 	0.2	PRZ LUŹ	2	IIP     
1704002772	2023			0.3		3	PODR    
1704002772	2023			0.5		4	PODSZ   
1704002775	2023	PRZ 		0.7	PRZ LUŹ	1	IP      
1704002775	2023	PRZ 		0.5	PRZ UM 	2	IIP     
1704002775	2023			0.2		3	PODSZ   
1704002777	2023	PRZ 		0.8	PRZ UM 	1	IP      
1704002777	2023	PRZ 	JDN 	0.2	PRZ LUŹ	2	IIP     
1704002777	2023			0.7		3	PODSZ   
1704002779	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704002779	2023			0.9		2	PODSZ   
1704002794	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704002794	2023			0.7		2	PODSZ   
1704002801	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704002801	2023			0.3		2	PODRII  
1704002801	2023			0.6		3	PODSZ   
1704002803	2023	PRZ 		0.7	PRZ UM 	1	IP      
1704002803	2023	PRZ 	GRP 	0.2	PRZ LUŹ	2	IIP     
1704002803	2023			0.7		3	PODSZ   
1704002805	2023			0.8		3	PODSZ   
1704002805	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704002805	2023			0.1		2	PODRII  
1704002820	2023	PRZ 	GRP 	0.7	PRZ UM 	1	IP      
1704002977	2023	UM  	DKĘP	0.6	UM PRZ 	1	DRZEW   
1704002977	2023					2	PRZES   
1704002979	2023	PRZ 	GRP 	0.6	PRZ UM 	1	DRZEW   
1704002979	2023			0.2		2	PODR    
1704002979	2023			0.2		3	NAL     
1704002979	2023			0.2		4	PODS    
1704002979	2023			0.7		5	PODSZ   
1704002981	2023	PRZ 		0.7	PRZ LUŹ	1	IP      
1704002981	2023	PRZ 		0.3	PRZ UM 	2	IIP     
1704002981	2023			0.1		3	NAL     
1704002981	2023			0.1		4	PODSZ   
1704002983	2023	PRZ 		0.8	PRZ LUŹ	1	IP      
1704002983	2023	PRZ 	JDN 	0.4	PRZ LUŹ	2	IIP     
1704002983	2023			0.2		3	NAL     
1704002983	2023			0.4		4	PODSZ   
1704002985	2023	PRZ 	GRP 	0.5	PRZ LUŹ	1	DRZEW   
1704002985	2023			0.1		2	PODR    
1704002985	2023			0.2		3	NAL     
1704002985	2023			0.3		4	PODS    
1704002985	2023			0.4		5	PODSZ   
1704002988	2023	PEŁ 	DKĘP	1.0	B DUŻE 	1	DRZEW   
1704002988	2023			0.3		2	PODSZ   
1704002994	2023	UM  	DKĘP	0.8	UM DUŻE	1	DRZEW   
1704002994	2023			0.3		2	PODSZ   
1704002994	2023					3	PRZES   
1704003007	2023			0.5		2	PODSZ   
1704003007	2023					3	PRZES   
1704003007	2023	PEŁ 	KĘP 	1.0	DUŻE   	1	DRZEW   
1704003009	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704003009	2023			0.4		2	PODSZ   
1704003015	2023	PEŁ 	KĘP 	0.9	B DUŻE 	1	DRZEW   
1704003015	2023			0.4		2	PODSZ   
1704003017	2023	UM  	KĘP 	0.8	UM PRZ 	1	DRZEW   
1704003017	2023			0.2		2	PODR    
1704003017	2023			0.2		3	NAL     
1704003017	2023			0.8		4	PODSZ   
1704003019	2023	PEŁ 	DKĘP	0.9	B DUŻE 	1	DRZEW   
1704003019	2023			0.9		2	PODSZ   
1704003019	2023					3	PRZES   
1704002820	2023	PRZ 	JDN 	0.3	PRZ UM 	2	IIP     
1704002820	2023			0.7		3	PODSZ   
1704002822	2023	PRZ 	KĘP 	0.9	PRZ UM 	1	DRZEW   
1704002822	2023			0.4		2	PODSZ   
1704002822	2023					3	PRZES   
1704002824	2023	UM  	KĘP 	0.9	UM PRZ 	1	DRZEW   
1704002824	2023			0.8		2	PODSZ   
1704002920	2023	UM  	KĘP 	0.9	UM DUŻE	1	DRZEW   
1704002920	2023			0.5		2	PODSZ   
1704002920	2023					3	PRZES   
1704002922	2023	PRZ 	DKĘP	0.7	PRZ UM 	1	IP      
